obs,time,deployment,conductivity,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,seawater_pressure,profiler_timestamp,practical_salinity,suspect_timestamp,seawater_temperature,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,salinity_qc_executed,salinity_qc_results,density_qc_executed,density_qc_results,temperature_qc_executed,temperature_qc_results,lat,lon
"('323',)",3773073047,14,3.534389973,3779218472,3779218544,3773073047,0,internal_timestamp,62.35900116,1564084247,33.74850082,0,8.299900055,1026.534563,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('324',)",3773073047,14,3.534399986,3779218472,3779218544,3773073047,0,internal_timestamp,62.34199905,1564084247,33.74860001,0,8.300000191,1026.534548,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('325',)",3773073047,14,3.534420013,3779218472,3779218544,3773073047,0,internal_timestamp,62.32300186,1564084247,33.74869919,0,8.300100327,1026.534524,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('326',)",3773073047,14,3.534430027,3779218472,3779218544,3773073047,0,internal_timestamp,62.30599976,1564084247,33.74869919,0,8.300200462,1026.534431,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('327',)",3773073047,14,3.534440041,3779218472,3779218544,3773073047,0,internal_timestamp,62.28699875,1564084247,33.74869919,0,8.300299644,1026.534328,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('328',)",3773073047,14,3.534450054,3779218472,3779218544,3773073047,0,internal_timestamp,62.27099991,1564084247,33.74860001,0,8.300600052,1026.534132,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('329',)",3773073047,14,3.534460068,3779218472,3779218544,3773073047,0,internal_timestamp,62.25299835,1564084247,33.74829865,0,8.300900459,1026.533768,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('330',)",3773073047,14,3.534480095,3779218472,3779218544,3773073047,0,internal_timestamp,62.23199844,1564084247,33.74810028,0,8.301400185,1026.53344,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('331',)",3773073047,14,3.534509897,3779218472,3779218544,3773073047,0,internal_timestamp,62.2140007,1564084247,33.7478981,0,8.302000046,1026.533108,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('332',)",3773073047,14,3.534549952,3779218472,3779218544,3773073047,0,internal_timestamp,62.19400024,1564084247,33.74769974,0,8.302700043,1026.532755,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('333',)",3773073047,14,3.534590006,3779218472,3779218544,3773073047,0,internal_timestamp,62.17499924,1564084247,33.74739838,0,8.303299904,1026.532341,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('334',)",3773073048,14,3.534610033,3779218472,3779218544,3773073048,0,internal_timestamp,62.1570015,1564084248,33.74720001,0,8.303899765,1026.532012,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('335',)",3773073048,14,3.534620047,3779218472,3779218544,3773073048,0,internal_timestamp,62.13800049,1564084248,33.74689865,0,8.304300308,1026.531628,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('336',)",3773073048,14,3.53463006,3779218472,3779218544,3773073048,0,internal_timestamp,62.1230011,1564084248,33.7466011,0,8.304800034,1026.53125,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('337',)",3773073048,14,3.534650087,3779218472,3779218544,3773073048,0,internal_timestamp,62.10200119,1564084248,33.74629974,0,8.305299759,1026.530842,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('338',)",3773073048,14,3.534670115,3779218472,3779218544,3773073048,0,internal_timestamp,62.08399963,1564084248,33.74599838,0,8.30589962,1026.530432,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('339',)",3773073048,14,3.534699917,3779218472,3779218544,3773073048,0,internal_timestamp,62.06299973,1564084248,33.74560165,0,8.306599617,1026.529919,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('340',)",3773073048,14,3.534719944,3779218472,3779218544,3773073048,0,internal_timestamp,62.04299927,1564084248,33.74520111,0,8.307299614,1026.529407,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('341',)",3773073048,14,3.534739971,3779218472,3779218544,3773073048,0,internal_timestamp,62.02500153,1564084248,33.74470139,0,8.307999611,1026.528827,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('342',)",3773073048,14,3.534759998,3779218472,3779218544,3773073048,0,internal_timestamp,62.00699997,1564084248,33.74430084,0,8.308600426,1026.528339,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('343',)",3773073048,14,3.534780025,3779218472,3779218544,3773073048,0,internal_timestamp,61.98600006,1564084248,33.7439003,0,8.309200287,1026.527838,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('344',)",3773073048,14,3.534790039,3779218472,3779218544,3773073048,0,internal_timestamp,61.9659996,1564084248,33.74359894,0,8.309700012,1026.527435,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('345',)",3773073048,14,3.534810066,3779218472,3779218544,3773073048,0,internal_timestamp,61.95100021,1564084248,33.74340057,0,8.310099602,1026.52715,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('346',)",3773073048,14,3.534830093,3779218472,3779218544,3773073048,0,internal_timestamp,61.92900085,1564084248,33.74330139,0,8.310500145,1026.526911,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('347',)",3773073048,14,3.534840107,3779218472,3779218544,3773073048,0,internal_timestamp,61.9129982,1564084248,33.74309921,0,8.310799599,1026.526633,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('348',)",3773073048,14,3.534859896,3779218472,3779218544,3773073048,0,internal_timestamp,61.88999939,1564084248,33.74309921,0,8.31099987,1026.526498,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('349',)",3773073048,14,3.534869909,3779218472,3779218544,3773073048,0,internal_timestamp,61.8730011,1564084248,33.74300003,0,8.311200142,1026.526312,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('350',)",3773073049,14,3.534879923,3779218472,3779218544,3773073049,0,internal_timestamp,61.85200119,1564084249,33.74290085,0,8.311400414,1026.526107,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('351',)",3773073049,14,3.534889936,3779218472,3779218544,3773073049,0,internal_timestamp,61.83300018,1564084249,33.74280167,0,8.311599731,1026.525912,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('352',)",3773073049,14,3.53489995,3779218472,3779218544,3773073049,0,internal_timestamp,61.81299973,1564084249,33.74280167,0,8.311900139,1026.525775,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('353',)",3773073049,14,3.534919977,3779218472,3779218544,3773073049,0,internal_timestamp,61.79700089,1564084249,33.74259949,0,8.312199593,1026.525498,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('354',)",3773073049,14,3.534929991,3779218472,3779218544,3773073049,0,internal_timestamp,61.77500153,1564084249,33.74250031,0,8.3125,1026.525274,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('355',)",3773073049,14,3.534960032,3779218472,3779218544,3773073049,0,internal_timestamp,61.75799942,1564084249,33.74240112,0,8.31289959,1026.525058,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('356',)",3773073049,14,3.534980059,3779218472,3779218544,3773073049,0,internal_timestamp,61.73799896,1564084249,33.74229813,0,8.313199997,1026.52484,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('357',)",3773073049,14,3.534990072,3779218472,3779218544,3773073049,0,internal_timestamp,61.72000122,1564084249,33.74219894,0,8.313599586,1026.524619,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('358',)",3773073049,14,3.535010099,3779218472,3779218544,3773073049,0,internal_timestamp,61.69900131,1564084249,33.74200058,0,8.313899994,1026.524322,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('359',)",3773073049,14,3.535020113,3779218472,3779218544,3773073049,0,internal_timestamp,61.67699814,1564084249,33.74169922,0,8.314399719,1026.523909,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('360',)",3773073049,14,3.535059929,3779218472,3779218544,3773073049,0,internal_timestamp,61.6570015,1564084249,33.74140167,0,8.315099716,1026.523478,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('361',)",3773073049,14,3.535099983,3779218472,3779218544,3773073049,0,internal_timestamp,61.63899994,1564084249,33.74110031,0,8.315899849,1026.523038,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('362',)",3773073049,14,3.535160065,3779218472,3779218544,3773073049,0,internal_timestamp,61.625,1564084249,33.74079895,0,8.316800117,1026.522601,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('363',)",3773073049,14,3.535209894,3779218472,3779218544,3773073049,0,internal_timestamp,61.60200119,1564084249,33.74039841,0,8.317799568,1026.52203,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('364',)",3773073049,14,3.535249949,3779218472,3779218544,3773073049,0,internal_timestamp,61.58200073,1564084249,33.73989868,0,8.318900108,1026.52138,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('365',)",3773073049,14,3.535290003,3779218472,3779218544,3773073049,0,internal_timestamp,61.56200027,1564084249,33.73929977,0,8.319999695,1026.520652,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('366',)",3773073050,14,3.535340071,3779218472,3779218544,3773073050,0,internal_timestamp,61.54399872,1564084250,33.73870087,1,8.321100235,1026.519933,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('367',)",3773073050,14,3.535399914,3779218472,3779218544,3773073050,0,internal_timestamp,61.52299881,1564084250,33.73799896,0,8.322500229,1026.519074,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('368',)",3773073050,14,3.535439968,3779218472,3779218544,3773073050,0,internal_timestamp,61.50400162,1564084250,33.73659897,0,8.324500084,1026.517586,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('369',)",3773073050,14,3.535470009,3779218472,3779218544,3773073050,0,internal_timestamp,61.48400116,1564084250,33.73450089,0,8.326999664,1026.51547,29,13,29,29,29,29,29,29,29,29,44.63218,-124.30797
"('370',)",3773073050,14,3.53550005,3779218472,3779218544,3773073050,0,internal_timestamp,61.4640007,1564084250,33.73189926,0,8.329899788,1026.512899,29,13,29,29,29,29,29,29,29,29,44.63218,-124.30797
"('371',)",3773073050,14,3.53553009,3779218472,3779218544,3773073050,0,internal_timestamp,61.44800186,1564084250,33.72949982,0,8.332799912,1026.510504,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('372',)",3773073050,14,3.53557992,3779218472,3779218544,3773073050,0,internal_timestamp,61.4280014,1564084250,33.72779846,0,8.335100174,1026.508729,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('373',)",3773073050,14,3.535629988,3779218472,3779218544,3773073050,0,internal_timestamp,61.40999985,1564084250,33.72679901,0,8.336799622,1026.507605,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('374',)",3773073050,14,3.535670042,3779218472,3779218544,3773073050,0,internal_timestamp,61.38700104,1564084250,33.72610092,0,8.337900162,1026.506786,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('375',)",3773073050,14,3.535690069,3779218472,3779218544,3773073050,0,internal_timestamp,61.36899948,1564084250,33.72570038,0,8.338700294,1026.506268,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('376',)",3773073050,14,3.535710096,3779218472,3779218544,3773073050,0,internal_timestamp,61.34999847,1564084250,33.72520065,0,8.339300156,1026.505698,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('377',)",3773073050,14,3.53572011,3779218472,3779218544,3773073050,0,internal_timestamp,61.32899857,1564084250,33.72480011,0,8.339799881,1026.505212,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('378',)",3773073050,14,3.535739899,3779218472,3779218544,3773073050,0,internal_timestamp,61.31000137,1564084250,33.72460175,0,8.340299606,1026.504893,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('379',)",3773073050,14,3.535759926,3779218472,3779218544,3773073050,0,internal_timestamp,61.29199982,1564084250,33.72439957,0,8.34070015,1026.504592,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('380',)",3773073050,14,3.535769939,3779218472,3779218544,3773073050,0,internal_timestamp,61.27199936,1564084250,33.7242012,0,8.341099739,1026.504284,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('381',)",3773073050,14,3.535779953,3779218472,3779218544,3773073050,0,internal_timestamp,61.2519989,1564084250,33.72399902,0,8.341500282,1026.503973,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('382',)",3773073051,14,3.53579998,3779218472,3779218544,3773073051,0,internal_timestamp,61.23300171,1564084251,33.72380066,0,8.341899872,1026.50367,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('383',)",3773073051,14,3.535820007,3779218472,3779218544,3773073051,0,internal_timestamp,61.2120018,1564084251,33.7234993,0,8.342300415,1026.503276,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('384',)",3773073051,14,3.535840034,3779218472,3779218544,3773073051,0,internal_timestamp,61.18799973,1564084251,33.72340012,0,8.342700005,1026.503028,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('385',)",3773073051,14,3.535860062,3779218472,3779218544,3773073051,0,internal_timestamp,61.17100143,1564084251,33.72320175,0,8.34319973,1026.502719,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('386',)",3773073051,14,3.535870075,3779218472,3779218544,3773073051,0,internal_timestamp,61.15399933,1564084251,33.72299957,0,8.343600273,1026.502422,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('387',)",3773073051,14,3.535870075,3779218472,3779218544,3773073051,0,internal_timestamp,61.13000107,1564084251,33.72259903,0,8.343899727,1026.501952,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('388',)",3773073051,14,3.535870075,3779218472,3779218544,3773073051,0,internal_timestamp,61.11299896,1564084251,33.72230148,0,8.34430027,1026.50158,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('389',)",3773073051,14,3.535880089,3779218472,3779218544,3773073051,0,internal_timestamp,61.09000015,1564084251,33.72200012,0,8.34469986,1026.501178,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('390',)",3773073051,14,3.535890102,3779218472,3779218544,3773073051,0,internal_timestamp,61.06999969,1564084251,33.72169876,1,8.345100403,1026.500789,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('391',)",3773073051,14,3.535890102,3779218472,3779218544,3773073051,0,internal_timestamp,61.05199814,1564084251,33.72140121,0,8.345499992,1026.500413,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('392',)",3773073051,14,3.535900116,3779218472,3779218544,3773073051,0,internal_timestamp,61.03499985,1564084251,33.72119904,0,8.3458004,1026.500131,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('393',)",3773073051,14,3.535909891,3779218472,3779218544,3773073051,0,internal_timestamp,61.01300049,1564084251,33.72100067,0,8.346099854,1026.499829,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('394',)",3773073051,14,3.535909891,3779218472,3779218544,3773073051,0,internal_timestamp,60.99399948,1564084251,33.72079849,0,8.346400261,1026.499538,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('395',)",3773073051,14,3.535919905,3779218472,3779218544,3773073051,0,internal_timestamp,60.97600174,1564084251,33.72060013,0,8.346599579,1026.49927,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('396',)",3773073051,14,3.535929918,3779218472,3779218544,3773073051,0,internal_timestamp,60.95500183,1564084251,33.72040176,0,8.346899986,1026.498972,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('397',)",3773073051,14,3.535929918,3779218472,3779218544,3773073051,0,internal_timestamp,60.93500137,1564084251,33.72019959,0,8.347200394,1026.498677,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('398',)",3773073052,14,3.535929918,3779218472,3779218544,3773073052,0,internal_timestamp,60.91199875,1564084252,33.71989822,0,8.347499847,1026.49829,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('399',)",3773073052,14,3.535929918,3779218472,3779218544,3773073052,0,internal_timestamp,60.89300156,1564084252,33.71960068,0,8.347800255,1026.497924,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('400',)",3773073052,14,3.535929918,3779218472,3779218544,3773073052,0,internal_timestamp,60.875,1564084252,33.7193985,0,8.348099709,1026.497637,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('401',)",3773073052,14,3.535939932,3779218472,3779218544,3773073052,0,internal_timestamp,60.85900116,1564084252,33.71920013,0,8.348400116,1026.497363,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('402',)",3773073052,14,3.535959959,3779218472,3779218544,3773073052,0,internal_timestamp,60.84199905,1564084252,33.71920013,0,8.348600388,1026.497255,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('403',)",3773073052,14,3.535969973,3779218472,3779218544,3773073052,0,internal_timestamp,60.81700134,1564084252,33.71910095,0,8.348799706,1026.497032,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('404',)",3773073052,14,3.535979986,3779218472,3779218544,3773073052,0,internal_timestamp,60.79600143,1564084252,33.71900177,0,8.349100113,1026.496812,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('405',)",3773073052,14,3.535979986,3779218472,3779218544,3773073052,0,internal_timestamp,60.77600098,1564084252,33.71870041,0,8.349399567,1026.496439,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('406',)",3773073052,14,3.535979986,3779218472,3779218544,3773073052,0,internal_timestamp,60.75899887,1564084252,33.71839905,0,8.349699974,1026.496079,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('407',)",3773073052,14,3.535969973,3779218472,3779218544,3773073052,0,internal_timestamp,60.73699951,1564084252,33.71820068,0,8.349900246,1026.495793,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('408',)",3773073052,14,3.535969973,3779218472,3779218544,3773073052,0,internal_timestamp,60.7179985,1564084252,33.7181015,0,8.350000381,1026.495613,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('409',)",3773073052,14,3.535969973,3779218472,3779218544,3773073052,0,internal_timestamp,60.70100021,1564084252,33.7179985,0,8.350099564,1026.495439,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('410',)",3773073052,14,3.535969973,3779218472,3779218544,3773073052,0,internal_timestamp,60.68099976,1564084252,33.71780014,0,8.350199699,1026.495177,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('411',)",3773073052,14,3.535959959,3779218472,3779218544,3773073052,0,internal_timestamp,60.6609993,1564084252,33.71770096,0,8.350299835,1026.494992,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('412',)",3773073052,14,3.535949945,3779218472,3779218544,3773073052,0,internal_timestamp,60.64300156,1564084252,33.71749878,0,8.350399971,1026.494736,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('413',)",3773073052,14,3.535939932,3779218472,3779218544,3773073052,0,internal_timestamp,60.6230011,1564084252,33.71730042,0,8.350500107,1026.494474,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('414',)",3773073053,14,3.535949945,3779218472,3779218544,3773073053,0,internal_timestamp,60.60200119,1564084253,33.71720123,0,8.350700378,1026.494269,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('415',)",3773073053,14,3.535959959,3779218472,3779218544,3773073053,0,internal_timestamp,60.58300018,1564084253,33.71730042,0,8.350799561,1026.494245,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('416',)",3773073053,14,3.535969973,3779218472,3779218544,3773073053,0,internal_timestamp,60.56399918,1564084253,33.71730042,0,8.350799561,1026.494158,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('417',)",3773073053,14,3.535979986,3779218472,3779218544,3773073053,0,internal_timestamp,60.54700089,1564084253,33.7173996,0,8.350899696,1026.494143,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('418',)",3773073053,14,3.535969973,3779218472,3779218544,3773073053,0,internal_timestamp,60.52700043,1564084253,33.71720123,0,8.350899696,1026.493896,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('419',)",3773073053,14,3.535959959,3779218472,3779218544,3773073053,0,internal_timestamp,60.50500107,1564084253,33.71720123,0,8.350899696,1026.493795,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('420',)",3773073053,14,3.535969973,3779218472,3779218544,3773073053,0,internal_timestamp,60.48400116,1564084253,33.71720123,0,8.350899696,1026.493699,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('421',)",3773073053,14,3.535979986,3779218472,3779218544,3773073053,0,internal_timestamp,60.4659996,1564084253,33.71730042,0,8.350899696,1026.493694,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('422',)",3773073053,14,3.53599,3779218472,3779218544,3773073053,0,internal_timestamp,60.45000076,1564084253,33.7173996,0,8.350999832,1026.493683,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('423',)",3773073053,14,3.536000013,3779218472,3779218544,3773073053,0,internal_timestamp,60.43199921,1564084253,33.71749878,1,8.350999832,1026.493679,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('424',)",3773073053,14,3.53599,3779218472,3779218544,3773073053,0,internal_timestamp,60.4109993,1564084253,33.7173996,0,8.351099968,1026.493489,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('425',)",3773073053,14,3.535979986,3779218472,3779218544,3773073053,0,internal_timestamp,60.38800049,1564084253,33.71730042,0,8.351099968,1026.493306,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('426',)",3773073053,14,3.535969973,3779218472,3779218544,3773073053,0,internal_timestamp,60.37200165,1564084253,33.71709824,0,8.351099968,1026.493075,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('427',)",3773073053,14,3.535969973,3779218472,3779218544,3773073053,0,internal_timestamp,60.35200119,1564084253,33.71720123,0,8.351099968,1026.493064,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('428',)",3773073053,14,3.535969973,3779218472,3779218544,3773073053,0,internal_timestamp,60.33300018,1564084253,33.71720123,0,8.351099968,1026.492977,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('429',)",3773073053,14,3.535969973,3779218472,3779218544,3773073053,0,internal_timestamp,60.31200027,1564084253,33.71720123,0,8.351200104,1026.492865,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('430',)",3773073054,14,3.535979986,3779218472,3779218544,3773073054,0,internal_timestamp,60.29299927,1564084254,33.71720123,0,8.351200104,1026.492778,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('431',)",3773073054,14,3.535979986,3779218472,3779218544,3773073054,0,internal_timestamp,60.27500153,1564084254,33.71720123,0,8.35130024,1026.492681,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('432',)",3773073054,14,3.535979986,3779218472,3779218544,3773073054,0,internal_timestamp,60.25899887,1564084254,33.71709824,0,8.35130024,1026.492527,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('433',)",3773073054,14,3.53599,3779218472,3779218544,3773073054,0,internal_timestamp,60.24100113,1564084254,33.71720123,0,8.351400375,1026.49251,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('434',)",3773073054,14,3.53599,3779218472,3779218544,3773073054,0,internal_timestamp,60.21699905,1564084254,33.71709824,0,8.351400375,1026.492319,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('435',)",3773073054,14,3.53599,3779218472,3779218544,3773073054,0,internal_timestamp,60.20199966,1564084254,33.71699905,0,8.351499558,1026.492158,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('436',)",3773073054,14,3.535979986,3779218472,3779218544,3773073054,0,internal_timestamp,60.18000031,1564084254,33.71689987,0,8.351599693,1026.491964,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('437',)",3773073054,14,3.535969973,3779218472,3779218544,3773073054,0,internal_timestamp,60.1609993,1564084254,33.71680069,0,8.351599693,1026.491799,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('438',)",3773073054,14,3.535969973,3779218472,3779218544,3773073054,0,internal_timestamp,60.14400101,1564084254,33.71670151,0,8.351599693,1026.491643,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('439',)",3773073054,14,3.535969973,3779218472,3779218544,3773073054,0,internal_timestamp,60.1230011,1564084254,33.71680069,0,8.351699829,1026.49161,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('440',)",3773073054,14,3.535979986,3779218472,3779218544,3773073054,0,internal_timestamp,60.10499954,1564084254,33.71680069,0,8.351699829,1026.491527,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('441',)",3773073054,14,3.53599,3779218472,3779218544,3773073054,0,internal_timestamp,60.0870018,1564084254,33.71680069,0,8.351799965,1026.49143,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('442',)",3773073054,14,3.53599,3779218472,3779218544,3773073054,0,internal_timestamp,60.06700134,1564084254,33.71680069,0,8.351900101,1026.491323,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('443',)",3773073054,14,3.535979986,3779218472,3779218544,3773073054,0,internal_timestamp,60.04800034,1564084254,33.71670151,0,8.351900101,1026.491158,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('444',)",3773073054,14,3.535969973,3779218472,3779218544,3773073054,0,internal_timestamp,60.02999878,1564084254,33.71659851,0,8.351900101,1026.490995,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('445',)",3773073054,14,3.535969973,3779218472,3779218544,3773073054,0,internal_timestamp,60.01300049,1564084254,33.71649933,0,8.352000237,1026.490824,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('446',)",3773073055,14,3.535979986,3779218472,3779218544,3773073055,0,internal_timestamp,59.99100113,1564084255,33.71640015,0,8.352199554,1026.490615,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('447',)",3773073055,14,3.535979986,3779218472,3779218544,3773073055,0,internal_timestamp,59.97200012,1564084255,33.71630096,0,8.35229969,1026.490435,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('448',)",3773073055,14,3.535979986,3779218472,3779218544,3773073055,0,internal_timestamp,59.95399857,1564084255,33.71620178,0,8.352399826,1026.49026,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('449',)",3773073055,14,3.535959959,3779218472,3779218544,3773073055,0,internal_timestamp,59.93299866,1564084255,33.71590042,0,8.352499962,1026.489912,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('450',)",3773073055,14,3.535959959,3779218472,3779218544,3773073055,0,internal_timestamp,59.91600037,1564084255,33.71569824,0,8.352700233,1026.489646,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('451',)",3773073055,14,3.535969973,3779218472,3779218544,3773073055,0,internal_timestamp,59.89599991,1564084255,33.71559906,0,8.352899551,1026.489446,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('452',)",3773073055,14,3.535979986,3779218472,3779218544,3773073055,0,internal_timestamp,59.88299942,1564084255,33.71549988,0,8.353099823,1026.489278,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
