obs,time,deployment,conductivity,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,seawater_pressure,profiler_timestamp,practical_salinity,suspect_timestamp,seawater_temperature,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,salinity_qc_executed,salinity_qc_results,density_qc_executed,density_qc_results,temperature_qc_executed,temperature_qc_results,lat,lon
"('1718',)",3750134182,11,3.711349964,3767111118,3767111256,3750134182,0,internal_timestamp,30.00399971,1541145382,33.44169998,0,10.58850002,1025.774616,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1719',)",3750134182,11,3.711400032,3767111118,3767111256,3750134182,0,internal_timestamp,29.97900009,1541145382,33.44139862,0,10.58930016,1025.774128,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1720',)",3750134182,11,3.7114501,3767111118,3767111256,3750134182,0,internal_timestamp,29.95700073,1541145382,33.44110107,0,10.59010029,1025.773658,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1721',)",3750134182,11,3.711519957,3767111118,3767111256,3750134182,0,internal_timestamp,29.93000031,1541145382,33.44079971,0,10.59119987,1025.77311,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1722',)",3750134182,11,3.711600065,3767111118,3767111256,3750134182,0,internal_timestamp,29.90600014,1541145382,33.44049835,0,10.59259987,1025.772522,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1723',)",3750134182,11,3.711699963,3767111118,3767111256,3750134182,0,internal_timestamp,29.88299942,1541145382,33.43989944,0,10.59430027,1025.771656,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1724',)",3750134182,11,3.711780071,3767111118,3767111256,3750134182,0,internal_timestamp,29.85899925,1541145382,33.43930054,0,10.5958004,1025.770819,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1725',)",3750134182,11,3.711839914,3767111118,3767111256,3750134182,0,internal_timestamp,29.83399963,1541145382,33.43880081,0,10.59700012,1025.770108,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1726',)",3750134183,11,3.711899996,3767111118,3767111256,3750134183,0,internal_timestamp,29.81299973,1541145383,33.43840027,0,10.59809971,1025.769509,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1727',)",3750134183,11,3.711960077,3767111118,3767111256,3750134183,0,internal_timestamp,29.78800011,1541145383,33.43809891,0,10.59910011,1025.768987,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1728',)",3750134183,11,3.712039948,3767111118,3767111256,3750134183,0,internal_timestamp,29.76399994,1541145383,33.43790054,0,10.6001997,1025.768533,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1729',)",3750134183,11,3.712140083,3767111118,3767111256,3750134183,0,internal_timestamp,29.74099922,1541145383,33.43769836,0,10.60149956,1025.768045,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1730',)",3750134183,11,3.712219954,3767111118,3767111256,3750134183,0,internal_timestamp,29.71899986,1541145383,33.43740082,0,10.60280037,1025.767487,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1731',)",3750134183,11,3.712300062,3767111118,3767111256,3750134183,0,internal_timestamp,29.69499969,1541145383,33.43659973,0,10.60449982,1025.766458,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1732',)",3750134183,11,3.712409973,3767111118,3767111256,3750134183,0,internal_timestamp,29.66900063,1541145383,33.4353981,0,10.60709953,1025.764951,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1733',)",3750134183,11,3.712559938,3767111118,3767111256,3750134183,0,internal_timestamp,29.64699936,1541145383,33.43330002,0,10.61100006,1025.762538,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1734',)",3750134183,11,3.712749958,3767111118,3767111256,3750134183,0,internal_timestamp,29.625,1541145383,33.43069839,0,10.61590004,1025.759557,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1735',)",3750134183,11,3.712960005,3767111118,3767111256,3750134183,0,internal_timestamp,29.60499954,1541145383,33.42789841,0,10.62129974,1025.756344,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1736',)",3750134183,11,3.713160038,3767111118,3767111256,3750134183,0,internal_timestamp,29.57699966,1541145383,33.42539978,0,10.62629986,1025.753399,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1737',)",3750134183,11,3.71333003,3767111118,3767111256,3750134183,0,internal_timestamp,29.54899979,1541145383,33.42340088,0,10.63029957,1025.751017,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1738',)",3750134183,11,3.713459969,3767111118,3767111256,3750134183,0,internal_timestamp,29.52899933,1541145383,33.42219925,0,10.63309956,1025.749502,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1739',)",3750134183,11,3.713540077,3767111118,3767111256,3750134183,0,internal_timestamp,29.50399971,1541145383,33.42160034,0,10.63459969,1025.748661,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1740',)",3750134183,11,3.713570118,3767111118,3767111256,3750134183,0,internal_timestamp,29.47999954,1541145383,33.42150116,0,10.63500023,1025.748405,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1741',)",3750134183,11,3.713589907,3767111118,3767111256,3750134183,0,internal_timestamp,29.45700073,1541145383,33.42179871,1,10.63490009,1025.748551,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1742',)",3750134184,11,3.713639975,3767111118,3767111256,3750134184,0,internal_timestamp,29.43300056,1541145384,33.42219925,0,10.63500023,1025.748737,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1743',)",3750134184,11,3.71374011,3767111118,3767111256,3750134184,0,internal_timestamp,29.41200066,1541145384,33.42219925,0,10.63609982,1025.74845,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1744',)",3750134184,11,3.713929892,3767111118,3767111256,3750134184,0,internal_timestamp,29.3920002,1541145384,33.4219017,0,10.63850021,1025.747709,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1745',)",3750134184,11,3.714169979,3767111118,3767111256,3750134184,0,internal_timestamp,29.36300087,1541145384,33.42100143,0,10.64220047,1025.74623,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1746',)",3750134184,11,3.714430094,3767111118,3767111256,3750134184,0,internal_timestamp,29.34000015,1541145384,33.41960144,0,10.64649963,1025.744285,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1747',)",3750134184,11,3.71468997,3767111118,3767111256,3750134184,0,internal_timestamp,29.31900024,1541145384,33.41830063,0,10.65079975,1025.742426,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1748',)",3750134184,11,3.714920044,3767111118,3767111256,3750134184,0,internal_timestamp,29.29100037,1541145384,33.41719818,0,10.65460014,1025.740776,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1749',)",3750134184,11,3.715150118,3767111118,3767111256,3750134184,0,internal_timestamp,29.26799965,1541145384,33.41640091,0,10.65789986,1025.739475,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1750',)",3750134184,11,3.715389967,3767111118,3767111256,3750134184,0,internal_timestamp,29.24500084,1541145384,33.41569901,0,10.66139984,1025.738212,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1751',)",3750134184,11,3.715679884,3767111118,3767111256,3750134184,0,internal_timestamp,29.22100067,1541145384,33.4151001,0,10.66520023,1025.736973,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1752',)",3750134184,11,3.71600008,3767111118,3767111256,3750134184,0,internal_timestamp,29.19599915,1541145384,33.41439819,0,10.66940022,1025.735579,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1753',)",3750134184,11,3.716300011,3767111118,3767111256,3750134184,0,internal_timestamp,29.17099953,1541145384,33.4137001,0,10.67350006,1025.734205,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1754',)",3750134184,11,3.716550112,3767111118,3767111256,3750134184,0,internal_timestamp,29.14800072,1541145384,33.41270065,0,10.67739964,1025.732641,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1755',)",3750134184,11,3.716789961,3767111118,3767111256,3750134184,0,internal_timestamp,29.12199974,1541145384,33.41139984,0,10.68130016,1025.730828,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1756',)",3750134184,11,3.717000008,3767111118,3767111256,3750134184,0,internal_timestamp,29.10199928,1541145384,33.40980148,0,10.68550015,1025.728757,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1757',)",3750134185,11,3.717210054,3767111118,3767111256,3750134185,0,internal_timestamp,29.07900047,1541145385,33.40810013,0,10.68959999,1025.726611,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1758',)",3750134185,11,3.717410088,3767111118,3767111256,3750134185,0,internal_timestamp,29.05200005,1541145385,33.40670013,0,10.69330025,1025.72475,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1759',)",3750134185,11,3.717550039,3767111118,3767111256,3750134185,0,internal_timestamp,29.02899933,1541145385,33.4056015,0,10.69610024,1025.723301,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1760',)",3750134185,11,3.717649937,3767111118,3767111256,3750134185,0,internal_timestamp,29.00900078,1541145385,33.40480042,0,10.69820023,1025.722219,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1761',)",3750134185,11,3.717730045,3767111118,3767111256,3750134185,0,internal_timestamp,28.98600006,1541145385,33.40390015,0,10.69999981,1025.721098,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1762',)",3750134185,11,3.717839956,3767111118,3767111256,3750134185,0,internal_timestamp,28.96199989,1541145385,33.40280151,0,10.70230007,1025.719731,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1763',)",3750134185,11,3.717959881,3767111118,3767111256,3750134185,0,internal_timestamp,28.93499947,1541145385,33.4015007,0,10.70510006,1025.718106,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1764',)",3750134185,11,3.718100071,3767111118,3767111256,3750134185,0,internal_timestamp,28.9109993,1541145385,33.40039825,0,10.70790005,1025.716648,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1765',)",3750134185,11,3.718209982,3767111118,3767111256,3750134185,0,internal_timestamp,28.88699913,1541145385,33.3995018,0,10.71010017,1025.715456,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1766',)",3750134185,11,3.718290091,3767111118,3767111256,3750134185,0,internal_timestamp,28.86499977,1541145385,33.3987999,0,10.7116003,1025.714547,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1767',)",3750134185,11,3.718319893,3767111118,3767111256,3750134185,0,internal_timestamp,28.84199905,1541145385,33.39810181,0,10.71280003,1025.713689,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1768',)",3750134185,11,3.718359947,3767111118,3767111256,3750134185,0,internal_timestamp,28.81500053,1541145385,33.39759827,0,10.71389961,1025.712982,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1769',)",3750134185,11,3.718420029,3767111118,3767111256,3750134185,0,internal_timestamp,28.79199982,1541145385,33.39690018,0,10.71529961,1025.712089,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1770',)",3750134185,11,3.718539953,3767111118,3767111256,3750134185,0,internal_timestamp,28.76600075,1541145385,33.39619827,0,10.71730042,1025.711074,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1771',)",3750134185,11,3.718689919,3767111118,3767111256,3750134185,0,internal_timestamp,28.74200058,1541145385,33.39530182,0,10.71990013,1025.709812,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1772',)",3750134185,11,3.718849897,3767111118,3767111256,3750134185,0,internal_timestamp,28.72200012,1541145385,33.39400101,0,10.72319984,1025.70813,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1773',)",3750134186,11,3.71901989,3767111118,3767111256,3750134186,0,internal_timestamp,28.69300079,1541145386,33.39239883,0,10.72669983,1025.706137,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1774',)",3750134186,11,3.719170094,3767111118,3767111256,3750134186,0,internal_timestamp,28.66900063,1541145386,33.39089966,0,10.72999954,1025.704282,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1775',)",3750134186,11,3.719280005,3767111118,3767111256,3750134186,0,internal_timestamp,28.64699936,1541145386,33.38970184,0,10.73260021,1025.702794,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1776',)",3750134186,11,3.719360113,3767111118,3767111256,3750134186,0,internal_timestamp,28.62400055,1541145386,33.38899994,0,10.73429966,1025.701845,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1777',)",3750134186,11,3.719409943,3767111118,3767111256,3750134186,0,internal_timestamp,28.60099983,1541145386,33.38869858,0,10.73509979,1025.701366,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1778',)",3750134186,11,3.71942997,3767111118,3767111256,3750134186,0,internal_timestamp,28.5720005,1541145386,33.38850021,0,10.73560047,1025.700993,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1779',)",3750134186,11,3.719470024,3767111118,3767111256,3750134186,0,internal_timestamp,28.54999924,1541145386,33.38850021,0,10.73600006,1025.700823,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1780',)",3750134186,11,3.719510078,3767111118,3767111256,3750134186,0,internal_timestamp,28.52599907,1541145386,33.38840103,0,10.73670006,1025.700515,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1781',)",3750134186,11,3.719579935,3767111118,3767111256,3750134186,0,internal_timestamp,28.50399971,1541145386,33.38809967,0,10.73770046,1025.700005,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1782',)",3750134186,11,3.71965003,3767111118,3767111256,3750134186,0,internal_timestamp,28.47699928,1541145386,33.38769913,0,10.73890018,1025.699361,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1783',)",3750134186,11,3.719710112,3767111118,3767111256,3750134186,0,internal_timestamp,28.45000076,1541145386,33.3871994,0,10.74020004,1025.698621,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1784',)",3750134186,11,3.719779968,3767111118,3767111256,3750134186,0,internal_timestamp,28.4260006,1541145386,33.38669968,0,10.7414999,1025.697896,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1785',)",3750134186,11,3.719860077,3767111118,3767111256,3750134186,0,internal_timestamp,28.40600014,1541145386,33.38619995,0,10.74289989,1025.69717,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1786',)",3750134186,11,3.719939947,3767111118,3767111256,3750134186,0,internal_timestamp,28.38100052,1541145386,33.38579941,0,10.74419975,1025.696517,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1787',)",3750134186,11,3.720010042,3767111118,3767111256,3750134186,0,internal_timestamp,28.35499954,1541145386,33.38560104,0,10.74530029,1025.696052,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1788',)",3750134186,11,3.720069885,3767111118,3767111256,3750134186,0,internal_timestamp,28.33200073,1541145386,33.38560104,0,10.74590015,1025.695843,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1789',)",3750134186,11,3.720119953,3767111118,3767111256,3750134186,0,internal_timestamp,28.30500031,1541145386,33.38560104,0,10.74639988,1025.695633,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1790',)",3750134187,11,3.72013998,3767111118,3767111256,3750134187,0,internal_timestamp,28.28000069,1541145387,33.38539886,0,10.7468996,1025.695275,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1791',)",3750134187,11,3.72013998,3767111118,3767111256,3750134187,0,internal_timestamp,28.25799942,1541145387,33.38499832,0,10.74740028,1025.694776,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1792',)",3750134187,11,3.720180035,3767111118,3767111256,3750134187,0,internal_timestamp,28.23399925,1541145387,33.3844986,0,10.7482996,1025.69412,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1793',)",3750134187,11,3.720230103,3767111118,3767111256,3750134187,0,internal_timestamp,28.20899963,1541145387,33.38410187,0,10.74940014,1025.693505,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1794',)",3750134187,11,3.720319986,3767111118,3767111256,3750134187,0,internal_timestamp,28.18700027,1541145387,33.38370132,0,10.75080013,1025.692848,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1795',)",3750134187,11,3.720429897,3767111118,3767111256,3750134187,0,internal_timestamp,28.16399956,1541145387,33.3832016,0,10.75249958,1025.692056,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1796',)",3750134187,11,3.720530033,3767111118,3767111256,3750134187,0,internal_timestamp,28.13699913,1541145387,33.38270187,0,10.75409985,1025.691264,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1797',)",3750134187,11,3.720590115,3767111118,3767111256,3750134187,0,internal_timestamp,28.11100006,1541145387,33.38209915,0,10.75549984,1025.690431,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1798',)",3750134187,11,3.720629931,3767111118,3767111256,3750134187,0,internal_timestamp,28.08499908,1541145387,33.38159943,1,10.75650024,1025.689749,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1799',)",3750134187,11,3.720679998,3767111118,3767111256,3750134187,0,internal_timestamp,28.06299973,1541145387,33.38150024,0,10.75720024,1025.689449,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1800',)",3750134187,11,3.720760107,3767111118,3767111256,3750134187,0,internal_timestamp,28.03700066,1541145387,33.38159943,0,10.75800037,1025.689268,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1801',)",3750134187,11,3.720849991,3767111118,3767111256,3750134187,0,internal_timestamp,28.01300049,1541145387,33.38180161,0,10.75879955,1025.689177,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1802',)",3750134187,11,3.720930099,3767111118,3767111256,3750134187,0,internal_timestamp,27.99099922,1541145387,33.38180161,0,10.75959969,1025.688937,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1803',)",3750134187,11,3.720989943,3767111118,3767111256,3750134187,0,internal_timestamp,27.9659996,1541145387,33.38159943,0,10.76049995,1025.688508,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1804',)",3750134187,11,3.721029997,3767111118,3767111256,3750134187,0,internal_timestamp,27.94499969,1541145387,33.3810997,0,10.76150036,1025.687849,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1805',)",3750134187,11,3.721070051,3767111118,3767111256,3750134187,0,internal_timestamp,27.91799927,1541145387,33.38059998,0,10.76259995,1025.687144,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1806',)",3750134188,11,3.721149921,3767111118,3767111256,3750134188,0,internal_timestamp,27.89100075,1541145388,33.38019943,0,10.76379967,1025.6865,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1807',)",3750134188,11,3.721220016,3767111118,3767111256,3750134188,0,internal_timestamp,27.86800003,1541145388,33.37979889,0,10.76509953,1025.685855,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1808',)",3750134188,11,3.721290112,3767111118,3767111256,3750134188,0,internal_timestamp,27.84499931,1541145388,33.37929916,0,10.7663002,1025.685151,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1809',)",3750134188,11,3.721339941,3767111118,3767111256,3750134188,0,internal_timestamp,27.81900024,1541145388,33.37889862,0,10.76739979,1025.684529,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1810',)",3750134188,11,3.721390009,3767111118,3767111256,3750134188,0,internal_timestamp,27.79700089,1541145388,33.3783989,0,10.76850033,1025.683847,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1811',)",3750134188,11,3.721440077,3767111118,3767111256,3750134188,0,internal_timestamp,27.77300072,1541145388,33.37779999,0,10.76959991,1025.683079,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1812',)",3750134188,11,3.72149992,3767111118,3767111256,3750134188,0,internal_timestamp,27.74900055,1541145388,33.37720108,0,10.77099991,1025.682258,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1813',)",3750134188,11,3.721570015,3767111118,3767111256,3750134188,0,internal_timestamp,27.72500038,1541145388,33.37659836,0,10.7723999,1025.681434,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1814',)",3750134188,11,3.721649885,3767111118,3767111256,3750134188,0,internal_timestamp,27.70499992,1541145388,33.37609863,0,10.77390003,1025.680691,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1815',)",3750134188,11,3.721740007,3767111118,3767111256,3750134188,0,internal_timestamp,27.68099976,1541145388,33.3757019,0,10.77519989,1025.680045,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1816',)",3750134188,11,3.721839905,3767111118,3767111256,3750134188,0,internal_timestamp,27.65600014,1541145388,33.37549973,0,10.77659988,1025.679528,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1817',)",3750134188,11,3.721950054,3767111118,3767111256,3750134188,0,internal_timestamp,27.62899971,1541145388,33.37530136,0,10.77799988,1025.679005,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1818',)",3750134188,11,3.722049952,3767111118,3767111256,3750134188,0,internal_timestamp,27.60499954,1541145388,33.375,0,10.77939987,1025.678416,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1819',)",3750134188,11,3.722140074,3767111118,3767111256,3750134188,0,internal_timestamp,27.58399963,1541145388,33.37450027,0,10.78100014,1025.677651,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('1820',)",3750134188,11,3.722229958,3767111118,3767111256,3750134188,0,internal_timestamp,27.55999947,1541145388,33.37390137,0,10.7826004,1025.676794,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1821',)",3750134188,11,3.722300053,3767111118,3767111256,3750134188,0,internal_timestamp,27.5359993,1541145388,33.37329865,0,10.78409958,1025.675953,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1822',)",3750134189,11,3.722369909,3767111118,3767111256,3750134189,0,internal_timestamp,27.51099968,1541145389,33.37279892,0,10.78549957,1025.675204,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1823',)",3750134189,11,3.722450018,3767111118,3767111256,3750134189,0,internal_timestamp,27.48800087,1541145389,33.37250137,0,10.78670025,1025.674658,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1824',)",3750134189,11,3.722549915,3767111118,3767111256,3750134189,0,internal_timestamp,27.4659996,1541145389,33.37250137,0,10.78779984,1025.674365,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1825',)",3750134189,11,3.722660065,3767111118,3767111256,3750134189,0,internal_timestamp,27.44000053,1541145389,33.37239838,0,10.78909969,1025.673938,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1826',)",3750134189,11,3.722769976,3767111118,3767111256,3750134189,0,internal_timestamp,27.41699982,1541145389,33.37229919,0,10.79039955,1025.673528,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1827',)",3750134189,11,3.722879887,3767111118,3767111256,3750134189,0,internal_timestamp,27.39599991,1541145389,33.37210083,0,10.79179955,1025.673033,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1828',)",3750134189,11,3.722970009,3767111118,3767111256,3750134189,0,internal_timestamp,27.37299919,1541145389,33.3716011,0,10.79339981,1025.672258,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1829',)",3750134189,11,3.723050117,3767111118,3767111256,3750134189,0,internal_timestamp,27.34799957,1541145389,33.37120056,0,10.79469967,1025.671604,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1830',)",3750134189,11,3.723109961,3767111118,3767111256,3750134189,0,internal_timestamp,27.32500076,1541145389,33.3708992,0,10.79580021,1025.671072,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1831',)",3750134189,11,3.723160028,3767111118,3767111256,3750134189,0,internal_timestamp,27.29999924,1541145389,33.37060165,0,10.79660034,1025.670587,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1832',)",3750134189,11,3.723200083,3767111118,3767111256,3750134189,0,internal_timestamp,27.27700043,1541145389,33.37039948,0,10.79730034,1025.670202,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1833',)",3750134189,11,3.723229885,3767111118,3767111256,3750134189,0,internal_timestamp,27.25399971,1541145389,33.37009811,0,10.79800034,1025.66974,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1834',)",3750134189,11,3.723269939,3767111118,3767111256,3750134189,0,internal_timestamp,27.2310009,1541145389,33.36980057,0,10.79870033,1025.669281,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1835',)",3750134189,11,3.72329998,3767111118,3767111256,3750134189,0,internal_timestamp,27.20700073,1541145389,33.36949921,0,10.79940033,1025.668815,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1836',)",3750134189,11,3.723340034,3767111118,3767111256,3750134189,0,internal_timestamp,27.18499947,1541145389,33.36909866,0,10.80020046,1025.668263,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1837',)",3750134190,11,3.723380089,3767111118,3767111256,3750134190,0,internal_timestamp,27.15999985,1541145390,33.3689003,0,10.80099964,1025.667855,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1838',)",3750134190,11,3.723429918,3767111118,3767111256,3750134190,0,internal_timestamp,27.13400078,1541145390,33.36869812,0,10.80169964,1025.667457,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1839',)",3750134190,11,3.723459959,3767111118,3767111256,3750134190,0,internal_timestamp,27.11400032,1541145390,33.36849976,0,10.80230045,1025.667106,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1840',)",3750134190,11,3.723479986,3767111118,3767111256,3750134190,0,internal_timestamp,27.0909996,1541145390,33.36830139,0,10.80270004,1025.666777,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1841',)",3750134190,11,3.723479986,3767111118,3767111256,3750134190,0,internal_timestamp,27.06599998,1541145390,33.36809921,0,10.80300045,1025.666454,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1842',)",3750134190,11,3.723479986,3767111118,3767111256,3750134190,0,internal_timestamp,27.04400063,1541145390,33.36790085,0,10.80309963,1025.666183,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1843',)",3750134190,11,3.72349,3767111118,3767111256,3750134190,0,internal_timestamp,27.02400017,1541145390,33.36790085,0,10.8032999,1025.666057,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1844',)",3750134190,11,3.723500013,3767111118,3767111256,3750134190,0,internal_timestamp,26.99900055,1541145390,33.36800003,0,10.80340004,1025.666004,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1845',)",3750134190,11,3.723510027,3767111118,3767111256,3750134190,0,internal_timestamp,26.97500038,1541145390,33.36800003,0,10.80350018,1025.665878,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('1846',)",3750134190,11,3.723510027,3767111118,3767111256,3750134190,0,internal_timestamp,26.95499992,1541145390,33.36780167,0,10.80360031,1025.665615,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
