obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,seawater_pressure,raw_time_microseconds,raw_time_seconds,seawater_temperature,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('0',)",3659126446,2,33.21519852,3724598968,3724598968,3659126446,0,internal_timestamp,576.8699951,854037,1450137645,5.282999992,3.321519852,34.13289415,1029.62229,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1',)",3659126457,2,33.21440125,3724598968,3724598968,3659126457,0,internal_timestamp,576.539978,852710,1450137656,5.283599854,3.321440125,34.13153993,1029.61963,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2',)",3659126468,2,33.2132988,3724598968,3724598968,3659126468,0,internal_timestamp,575.1300049,860409,1450137667,5.282299995,3.32132988,34.13230125,1029.613931,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('3',)",3659126479,2,33.21289825,3724598968,3724598968,3659126479,0,internal_timestamp,573.5599976,858495,1450137678,5.282100201,3.321289825,34.13282826,1029.607168,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('4',)",3659126490,2,33.21429825,3724598968,3724598968,3659126490,0,internal_timestamp,571.8200073,856349,1450137689,5.285900116,3.321429825,34.13143984,1029.597592,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('5',)",3659126501,2,33.21640015,3724598968,3724598968,3659126501,0,internal_timestamp,570.3099976,863928,1450137700,5.289199829,3.321640015,34.13124553,1029.590078,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('6',)",3659126512,2,33.21979904,3724598968,3724598968,3659126512,0,internal_timestamp,568.6900024,870790,1450137711,5.295100212,3.321979904,34.12994972,1029.58085,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('7',)",3659126523,2,33.21889877,3724598968,3724598968,3659126523,0,internal_timestamp,566.9299927,866574,1450137722,5.294300079,3.321889877,34.13060975,1029.573399,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('8',)",3659126534,2,33.2234993,3724598968,3724598968,3659126534,0,internal_timestamp,565.3699951,860079,1450137733,5.301599979,3.32234993,34.1292368,1029.564202,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('9',)",3659126545,2,33.22389984,3724598968,3724598968,3659126545,0,internal_timestamp,563.8499756,864407,1450137744,5.302299976,3.322389984,34.12974124,1029.557532,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('10',)",3659126556,2,33.22389984,3724598968,3724598968,3659126556,0,internal_timestamp,562.4400024,870836,1450137755,5.30340004,3.322389984,34.12932824,1029.550592,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('11',)",3659126567,2,33.24160004,3724598968,3724598968,3659126567,0,internal_timestamp,561.0800171,865847,1450137766,5.32889986,3.324160004,34.1243558,1029.537091,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('12',)",3659126578,2,33.25310135,3724598968,3724598968,3659126578,0,internal_timestamp,559.5900269,874412,1450137777,5.34499979,3.325310135,34.12190205,1029.526207,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('13',)",3659126589,2,33.27130127,3724598968,3724598968,3659126589,0,internal_timestamp,558.1599731,868550,1450137788,5.370399952,3.327130127,34.11763469,1029.512945,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('14',)",3659126600,2,33.27730179,3724598968,3724598968,3659126600,0,internal_timestamp,556.6599731,874846,1450137799,5.378799915,3.327730179,34.11671296,1029.504231,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('15',)",3659126611,2,33.2881012,3724598968,3724598968,3659126611,0,internal_timestamp,555.0900269,869590,1450137810,5.393199921,3.32881012,34.11521847,1029.493955,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('16',)",3659126622,2,33.29740143,3724598968,3724598968,3659126622,0,internal_timestamp,553.6900024,874067,1450137821,5.40530014,3.329740143,34.1142589,1029.485181,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('17',)",3659126633,2,33.30889893,3724598968,3724598968,3659126633,0,internal_timestamp,552.4500122,868155,1450137832,5.420599937,3.330889893,34.11248312,1029.476075,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('18',)",3659126644,2,33.32500076,3724598968,3724598968,3659126644,0,internal_timestamp,551.1599731,875824,1450137843,5.44299984,3.332500076,34.10878946,1029.46429,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('19',)",3659126655,2,33.3302002,3724598968,3724598968,3659126655,0,internal_timestamp,549.8800049,873560,1450137854,5.449800015,3.33302002,34.10846265,1029.457262,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('20',)",3659126666,2,33.3506012,3724598968,3724598968,3659126666,0,internal_timestamp,548.6599731,872329,1450137865,5.47660017,3.33506012,34.10517244,1029.445527,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('21',)",3659126677,2,33.38190079,3724598968,3724598968,3659126677,0,internal_timestamp,547.289978,877667,1450137876,5.518799782,3.338190079,34.09877902,1029.428609,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('22',)",3659126688,2,33.41049957,3724598968,3724598968,3659126688,0,internal_timestamp,545.9799805,884299,1450137887,5.556900024,3.341049957,34.09342549,1029.413316,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('23',)",3659126699,2,33.4151001,3724598968,3724598968,3659126699,0,internal_timestamp,544.7199707,878828,1450137898,5.562200069,3.34151001,34.09391895,1029.40722,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('24',)",3659126710,2,33.43659973,3724598968,3724598968,3659126710,0,internal_timestamp,543.3699951,885584,1450137909,5.591700077,3.343659973,34.08920704,1029.393384,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('25',)",3659126721,2,33.45339966,3724598968,3724598968,3659126721,0,internal_timestamp,542.0700073,880790,1450137920,5.614699841,3.345339966,34.0856975,1029.381586,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('26',)",3659126732,2,33.45740128,3724598968,3724598968,3659126732,0,internal_timestamp,540.8300171,885118,1450137931,5.619699955,3.345740128,34.08580265,1029.375316,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('27',)",3659126743,2,33.48130035,3724598968,3724598968,3659126743,0,internal_timestamp,539.5300293,881341,1450137942,5.652400017,3.348130035,34.08055539,1029.360844,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('28',)",3659126754,2,33.48789978,3724598968,3724598968,3659126754,0,internal_timestamp,538.2800293,889275,1450137953,5.660699844,3.348789978,34.08028041,1029.353785,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('29',)",3659126765,2,33.48889923,3724598968,3724598968,3659126765,0,internal_timestamp,537.0700073,884911,1450137964,5.661600113,3.348889923,34.08110131,1029.348764,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('30',)",3659126776,2,33.48849869,3724598968,3724598968,3659126776,0,internal_timestamp,535.9500122,894470,1450137975,5.661499977,3.348849869,34.08130173,1029.343801,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('31',)",3659126787,2,33.49269867,3724598968,3724598968,3659126787,0,internal_timestamp,534.6199951,887392,1450137986,5.666699886,3.349269867,34.08147281,1029.337141,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('32',)",3659126798,2,33.50170136,3724598968,3724598968,3659126798,0,internal_timestamp,533.1799927,884701,1450137997,5.679100037,3.350170136,34.07988055,1029.327623,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('33',)",3659126809,2,33.51100159,3724598968,3724598968,3659126809,0,internal_timestamp,531.8499756,894527,1450138008,5.692299843,3.351100159,34.07776531,1029.318088,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('34',)",3659126820,2,33.51139832,3724598968,3724598968,3659126820,0,internal_timestamp,530.5900269,891942,1450138019,5.692200184,3.351139832,34.07893516,1029.313247,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('35',)",3659126831,2,33.51459885,3724598968,3724598968,3659126831,0,internal_timestamp,529.3300171,888817,1450138030,5.696899891,3.351459885,34.07844452,1029.306454,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('36',)",3659126842,2,33.52799988,3724598968,3724598968,3659126842,0,internal_timestamp,527.8599854,892851,1450138041,5.715499878,3.352799988,34.07559785,1029.294974,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('37',)",3659126853,2,33.53409958,3724598968,3724598968,3659126853,0,internal_timestamp,526.25,898173,1450138052,5.723499775,3.353409958,34.07523439,1029.286232,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('38',)",3659126864,2,33.54169846,3724598968,3724598968,3659126864,0,internal_timestamp,524.7999878,892415,1450138063,5.733799934,3.354169846,34.07417138,1029.277363,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('39',)",3659126875,2,33.55020142,3724598968,3724598968,3659126875,0,internal_timestamp,523.6799927,899137,1450138074,5.745200157,3.355020142,34.0728599,1029.269661,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('40',)",3659126886,2,33.55599976,3724598968,3724598968,3659126886,0,internal_timestamp,522.7000122,896658,1450138085,5.752900124,3.355599976,34.07214625,1029.26357,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('41',)",3659126897,2,33.55899811,3724598968,3724598968,3659126897,0,internal_timestamp,521.7299805,892764,1450138096,5.756599903,3.355899811,34.07228858,1029.258737,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('42',)",3659126908,2,33.56520081,3724598968,3724598968,3659126908,0,internal_timestamp,520.8200073,902512,1450138107,5.764999866,3.356520081,34.07129271,1029.25265,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('43',)",3659126919,2,33.56959915,3724598968,3724598968,3659126919,0,internal_timestamp,519.9299927,899708,1450138118,5.770599842,3.356959915,34.07106503,1029.247636,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('44',)",3659126930,2,33.57080078,3724598968,3724598968,3659126930,0,internal_timestamp,519.0300293,896379,1450138129,5.772699833,3.357080078,34.0707534,1029.242983,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('45',)",3659126941,2,33.57220078,3724598968,3724598968,3659126941,0,internal_timestamp,518.1799927,906034,1450138140,5.775100231,3.357220078,34.07033909,1029.238437,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('46',)",3659126952,2,33.5760994,3724598968,3724598968,3659126952,0,internal_timestamp,517.2700195,901694,1450138151,5.779500008,3.35760994,34.07076318,1029.234007,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('47',)",3659126963,2,33.57279968,3724598968,3724598968,3659126963,0,internal_timestamp,516.3800049,909516,1450138162,5.775599957,3.357279968,34.0713987,1029.230954,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('48',)",3659126974,2,33.5719986,3724598968,3724598968,3659126974,0,internal_timestamp,515.5100098,905353,1450138173,5.775300026,3.35719986,34.07122506,1029.226871,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('49',)",3659126985,2,33.58089828,3724598968,3724598968,3659126985,0,internal_timestamp,514.4500122,902333,1450138184,5.786799908,3.358089828,34.07022906,1029.219676,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('50',)",3659126996,2,33.57709885,3724598968,3724598968,3659126996,0,internal_timestamp,513.2399902,911982,1450138195,5.78249979,3.357709885,34.07086081,1029.215208,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('51',)",3659127007,2,33.58250046,3724598968,3724598968,3659127007,0,internal_timestamp,512.1400146,907103,1450138206,5.790299892,3.358250046,34.06965691,1029.208166,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('52',)",3659127018,2,33.58449936,3724598968,3724598968,3659127018,0,internal_timestamp,511.1300049,913059,1450138217,5.793900013,3.358449936,34.06879145,1029.20237,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('53',)",3659127029,2,33.58509827,3724598968,3724598968,3659127029,0,internal_timestamp,510,908668,1450138228,5.795000076,3.358509827,34.06891802,1029.197142,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('54',)",3659127040,2,33.58539963,3724598968,3724598968,3659127040,0,internal_timestamp,508.8500061,914825,1450138239,5.796199799,3.358539963,34.06861896,1029.191474,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('55',)",3659127051,2,33.58539963,3724598968,3724598968,3659127051,0,internal_timestamp,507.6499939,912935,1450138250,5.796299934,3.358539963,34.06910929,1029.186346,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('56',)",3659127062,2,33.58549881,3724598968,3724598968,3659127062,0,internal_timestamp,506.3999939,909143,1450138261,5.797100067,3.358549881,34.069033,1029.180448,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('57',)",3659127073,2,33.58390045,3724598968,3724598968,3659127073,0,internal_timestamp,505.1099854,918410,1450138272,5.796299934,3.358390045,34.0686703,1029.174357,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('58',)",3659127084,2,33.59090042,3724598968,3724598968,3659127084,0,internal_timestamp,503.9500122,939773,1450138283,5.804699898,3.359090042,34.06869483,1029.167923,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('59',)",3659127095,2,33.59339905,3724598968,3724598968,3659127095,0,internal_timestamp,502.8699951,913656,1450138294,5.809000015,3.359339905,34.0677241,1029.161625,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('60',)",3659127106,2,33.59320068,3724598968,3724598968,3659127106,0,internal_timestamp,501.8699951,921763,1450138305,5.809000015,3.359320068,34.06799301,1029.157251,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('61',)",3659127117,2,33.59339905,3724598968,3724598968,3659127117,0,internal_timestamp,500.8800049,918044,1450138316,5.809999943,3.359339905,34.06769995,1029.152344,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('62',)",3659127128,2,33.59360123,3724598968,3724598968,3659127128,0,internal_timestamp,499.9400024,925666,1450138327,5.810400009,3.359360123,34.06798899,1029.148206,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('63',)",3659127139,2,33.5965004,3724598968,3724598968,3659127139,0,internal_timestamp,499.0899963,921545,1450138338,5.814700127,3.35965004,34.06735636,1029.143229,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('64',)",3659127150,2,33.59830093,3724598968,3724598968,3659127150,0,internal_timestamp,498.2900085,917737,1450138349,5.816800117,3.359830093,34.0676704,1029.139524,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('65',)",3659127161,2,33.60400009,3724598968,3724598968,3659127161,0,internal_timestamp,497.5100098,924292,1450138360,5.824999809,3.360400009,34.0662423,1029.133715,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('66',)",3659127172,2,33.61130142,3724598968,3724598968,3659127172,0,internal_timestamp,496.5100098,930088,1450138371,5.834300041,3.361130142,34.06562217,1029.127384,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('67',)",3659127183,2,33.61109924,3724598968,3724598968,3659127183,0,internal_timestamp,495.519989,925317,1450138382,5.834799767,3.361109924,34.06538024,1029.122585,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('68',)",3659127194,2,33.61750031,3724598968,3724598968,3659127194,0,internal_timestamp,494.5899963,930103,1450138393,5.843800068,3.361750031,34.06401252,1029.116027,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('69',)",3659127205,2,33.62070084,3724598968,3724598968,3659127205,0,internal_timestamp,493.5799866,925661,1450138404,5.847899914,3.362070084,34.06399859,1029.11083,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('70',)",3659127216,2,33.62099838,3724598968,3724598968,3659127216,0,internal_timestamp,492.5799866,933377,1450138415,5.848599911,3.362099838,34.06412329,1029.106247,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('71',)",3659127227,2,33.62149811,3724598968,3724598968,3659127227,0,internal_timestamp,491.6000061,927803,1450138426,5.849199772,3.362149811,34.06456629,1029.102019,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('72',)",3659127238,2,33.62760162,3724598968,3724598968,3659127238,0,internal_timestamp,490.5400085,932660,1450138437,5.858200073,3.362760162,34.06292713,1029.094651,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('73',)",3659127249,2,33.63809967,3724598968,3724598968,3659127249,0,internal_timestamp,489.3599854,927596,1450138448,5.872200012,3.363809967,34.06127652,1029.086045,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('74',)",3659127260,2,33.6432991,3724598968,3724598968,3659127260,0,internal_timestamp,488.2999878,933280,1450138459,5.879399776,3.36432991,34.06042597,1029.07954,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('75',)",3659127271,2,33.65200043,3724598968,3724598968,3659127271,0,internal_timestamp,487.2600098,937524,1450138470,5.890900135,3.365200043,34.05919133,1029.072241,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('76',)",3659127282,2,33.65530014,3724598968,3724598968,3659127282,0,internal_timestamp,486.1900024,930310,1450138481,5.895100117,3.365530014,34.05921684,1029.066784,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('77',)",3659127293,2,33.66210175,3724598968,3724598968,3659127293,0,internal_timestamp,485.0599976,935012,1450138492,5.904099941,3.366210175,34.05839673,1029.059736,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('78',)",3659127304,2,33.66910172,3724598968,3724598968,3659127304,0,internal_timestamp,483.9299927,938047,1450138503,5.913400173,3.366910172,34.05749809,1029.052585,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('79',)",3659127315,2,33.6731987,3724598968,3724598968,3659127315,0,internal_timestamp,482.9500122,941265,1450138514,5.919199944,3.36731987,34.05677126,1029.046732,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('80',)",3659127326,2,33.67660141,3724598968,3724598968,3659127326,0,internal_timestamp,481.8999939,945789,1450138525,5.923299789,3.367660141,34.05700226,1029.041542,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('81',)",3659127337,2,33.67990112,3724598968,3724598968,3659127337,0,internal_timestamp,480.8500061,941757,1450138536,5.928199768,3.367990112,34.05631546,1029.035521,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('82',)",3659127348,2,33.68320084,3724598968,3724598968,3659127348,0,internal_timestamp,479.980011,943674,1450138547,5.933000088,3.368320084,34.05564004,1029.030348,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('83',)",3659127359,2,33.68629837,3724598968,3724598968,3659127359,0,internal_timestamp,479.019989,938086,1450138558,5.936999798,3.368629837,34.05558389,1029.025358,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('84',)",3659127370,2,33.68939972,3724598968,3724598968,3659127370,0,internal_timestamp,478.0499878,942981,1450138569,5.941400051,3.368939972,34.05513549,1029.019959,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('85',)",3659127381,2,33.69879913,3724598968,3724598968,3659127381,0,internal_timestamp,477.0799866,947422,1450138580,5.955999851,3.369879913,34.05154265,1029.0107,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('86',)",3659127392,2,33.70550156,3724598968,3724598968,3659127392,0,internal_timestamp,476.2000122,952662,1450138591,5.965499878,3.370550156,34.04998549,1029.004147,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('87',)",3659127403,2,33.70740128,3724598968,3724598968,3659127403,0,internal_timestamp,475.3800049,947963,1450138602,5.970099926,3.370740128,34.04791437,1028.998131,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('88',)",3659127414,2,33.70769882,3724598968,3724598968,3659127414,0,internal_timestamp,474.4899902,954349,1450138613,5.974299908,3.370769882,34.04448026,1028.990776,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('89',)",3659127425,2,33.71049881,3724598968,3724598968,3659127425,0,internal_timestamp,473.5599976,949461,1450138624,5.980999947,3.371049881,34.0413721,1028.983154,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('90',)",3659127436,2,33.7118988,3724598968,3724598968,3659127436,0,internal_timestamp,472.5400085,946139,1450138635,5.983799934,3.37118988,34.04064115,1028.97752,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('91',)",3659127447,2,33.70650101,3724598968,3724598968,3659127447,0,internal_timestamp,471.5,953706,1450138646,5.984200001,3.370650101,34.03469457,1028.968017,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('92',)",3659127458,2,33.70650101,3724598968,3724598968,3659127458,0,internal_timestamp,470.4400024,949896,1450138657,5.984799862,3.370650101,34.03461452,1028.963012,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('93',)",3659127469,2,33.69800186,3724598968,3724598968,3659127469,0,internal_timestamp,469.3500061,957679,1450138668,5.979199886,3.369800186,34.03121644,1028.956101,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('94',)",3659127480,2,33.69329834,3724598968,3724598968,3659127480,0,internal_timestamp,468.3200073,953813,1450138679,5.975699902,3.369329834,34.02994608,1028.950853,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('95',)",3659127491,2,33.69049835,3724598968,3724598968,3659127491,0,internal_timestamp,467.480011,953721,1450138690,5.972799778,3.369049835,34.0301183,1028.947531,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('96',)",3659127502,2,33.68790054,3724598968,3724598968,3659127502,0,internal_timestamp,466.7799988,958218,1450138701,5.970699787,3.368790054,34.0296479,1028.944235,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('97',)",3659127513,2,33.69549942,3724598968,3724598968,3659127513,0,internal_timestamp,465.8699951,954265,1450138712,5.977799892,3.369549942,34.03151768,1028.940568,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('98',)",3659127524,2,33.69369888,3724598968,3724598968,3659127524,0,internal_timestamp,464.980011,959661,1450138723,5.976699829,3.369369888,34.03103491,1028.936256,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('99',)",3659127535,2,33.69210052,3724598968,3724598968,3659127535,0,internal_timestamp,464.2200012,963429,1450138734,5.975900173,3.369210052,34.03041455,1028.93239,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('100',)",3659127546,2,33.69369888,3724598968,3724598968,3659127546,0,internal_timestamp,463.519989,959517,1450138745,5.977499962,3.369369888,34.03095116,1028.929384,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('101',)",3659127557,2,33.69300079,3724598968,3724598968,3659127557,0,internal_timestamp,462.769989,970797,1450138756,5.977000237,3.369300079,34.03103616,1028.926079,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('102',)",3659127568,2,33.69260025,3724598968,3724598968,3659127568,0,internal_timestamp,461.8299866,958791,1450138767,5.977300167,3.369260025,34.03074815,1028.9215,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('103',)",3659127579,2,33.69390106,3724598968,3724598968,3659127579,0,internal_timestamp,460.8200073,965985,1450138778,5.978499889,3.369390106,34.03150349,1028.917299,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('104',)",3659127590,2,33.68740082,3724598968,3724598968,3659127590,0,internal_timestamp,459.8599854,961257,1450138789,5.974199772,3.368740082,34.02898307,1028.911495,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('105',)",3659127601,2,33.68840027,3724598968,3724598968,3659127601,0,internal_timestamp,458.9500122,968415,1450138800,5.97510004,3.368840027,34.02965093,1028.907725,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('106',)",3659127612,2,33.68450165,3724598968,3724598968,3659127612,0,internal_timestamp,458.0799866,963905,1450138811,5.972499847,3.368450165,34.02830477,1028.903027,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('107',)",3659127623,2,33.68080139,3724598968,3724598968,3659127623,0,internal_timestamp,457.1099854,970451,1450138822,5.970099926,3.368080139,34.02702975,1028.897899,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('108',)",3659127634,2,33.68059921,3724598968,3724598968,3659127634,0,internal_timestamp,456.0700073,965526,1450138833,5.971300125,3.368059921,34.02611264,1028.892244,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('109',)",3659127645,2,33.67910004,3724598968,3724598968,3659127645,0,internal_timestamp,454.9400024,971698,1450138844,5.970399857,3.367910004,34.0258861,1028.887003,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('110',)",3659127656,2,33.68330002,3724598968,3724598968,3659127656,0,internal_timestamp,453.8500061,969163,1450138855,5.977499962,3.368330002,34.02403056,1028.87958,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('111',)",3659127667,2,33.69469833,3724598968,3724598968,3659127667,0,internal_timestamp,452.8900146,975584,1450138866,5.992099762,3.369469833,34.0226851,1028.872136,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('112',)",3659127678,2,33.69589996,3724598968,3724598968,3659127678,0,internal_timestamp,451.9100037,971930,1450138877,5.993199825,3.369589996,34.02341416,1028.868065,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('113',)",3659127689,2,33.68980026,3724598968,3724598968,3659127689,0,internal_timestamp,450.7999878,978861,1450138888,5.989299774,3.368980026,34.02101737,1028.861615,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('114',)",3659127700,2,33.67969894,3724598968,3724598968,3659127700,0,internal_timestamp,449.6600037,973866,1450138899,5.982900143,3.367969894,34.01664474,1028.853812,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('115',)",3659127711,2,33.6711998,3724598968,3724598968,3659127711,0,internal_timestamp,448.5499878,979130,1450138910,5.980000019,3.36711998,34.01055302,1028.844317,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('116',)",3659127722,2,33.6814003,3724598968,3724598968,3659127722,0,internal_timestamp,447.4299927,973979,1450138921,5.994299889,3.36814003,34.00824699,1028.835426,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
