obs,conductivity_millisiemens,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,density,density_qc_executed,density_qc_results,deployment,dpc_ctd_seawater_conductivity,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,driver_timestamp,ingestion_timestamp,internal_timestamp,lat,lon,port_timestamp,practical_salinity,practical_salinity_qc_executed,practical_salinity_qc_results,preferred_timestamp,seawater_pressure,pressure_qc_executed,pressure_qc_results,raw_time_microseconds,raw_time_seconds,seawater_temperature,temp_qc_executed,temp_qc_results,time
"('618',)",31.74769974,1,0,1033.517796,29,29,2,3.174769974,29,13,3746541034,3746541034,3660645272,44.52757,-125.38075,0,34.46636663,29,29,internal_timestamp,1305.790039,29,29,808924,1451656471,2.942199945,29,29,3660645272
"('619',)",31.75429916,1,0,1033.503789,29,29,2,3.175429916,29,13,3746541034,3746541034,3660645283,44.52757,-125.38075,0,34.46484347,29,29,internal_timestamp,1303.26001,29,29,803353,1451656482,2.952399969,29,29,3660645283
"('620',)",31.75149918,1,0,1033.491669,29,29,2,3.175149918,29,13,3746541034,3746541034,3660645294,44.52757,-125.38075,0,34.46495918,29,29,internal_timestamp,1300.530029,29,29,809845,1451656493,2.950400114,29,29,3660645294
"('621',)",31.74889946,1,0,1033.47897,29,29,2,3.174889946,29,13,3746541034,3746541034,3660645305,44.52757,-125.38075,0,34.46482478,29,29,internal_timestamp,1297.72998,29,29,802819,1451656504,2.948899984,29,29,3660645305
"('622',)",31.7493,1,0,1033.467431,29,29,2,3.17493,29,13,3746541034,3746541034,3660645316,44.52757,-125.38075,0,34.46546951,29,29,internal_timestamp,1295.119995,29,29,806896,1451656515,2.950000048,29,29,3660645316
"('623',)",31.75370026,1,0,1033.453795,29,29,2,3.175370026,29,13,3746541034,3746541034,3660645327,44.52757,-125.38075,0,34.46462683,29,29,internal_timestamp,1292.469971,29,29,811610,1451656526,2.957099915,29,29,3660645327
"('624',)",31.78149986,1,0,1033.440579,29,29,2,3.178149986,29,13,3746541034,3746541034,3660645338,44.52757,-125.38075,0,34.46560061,29,29,internal_timestamp,1290.27002,29,29,818038,1451656537,2.989000082,29,29,3660645338
"('625',)",31.79680061,1,0,1033.429297,29,29,2,3.179680061,29,13,3746541034,3746541034,3660645349,44.52757,-125.38075,0,34.46609991,29,29,internal_timestamp,1288.199951,29,29,809946,1451656548,3.006999969,29,29,3660645349
"('626',)",31.80240059,1,0,1033.418934,29,29,2,3.180240059,29,13,3746541034,3746541034,3660645360,44.52757,-125.38075,0,34.46655697,29,29,internal_timestamp,1286.040039,29,29,814836,1451656559,3.013999939,29,29,3660645360
"('627',)",31.80780029,1,0,1033.406615,29,29,2,3.180780029,29,13,3746541034,3746541034,3660645371,44.52757,-125.38075,0,34.46605004,29,29,internal_timestamp,1283.640015,29,29,809371,1451656570,3.021800041,29,29,3660645371
"('628',)",31.80669975,1,0,1033.395323,29,29,2,3.180669975,29,13,3746541034,3746541034,3660645382,44.52757,-125.38075,0,34.46515088,29,29,internal_timestamp,1281.339966,29,29,813885,1451656581,3.022500038,29,29,3660645382
"('629',)",31.8090992,1,0,1033.383653,29,29,2,3.18090992,29,13,3746541034,3746541034,3660645393,44.52757,-125.38075,0,34.46458568,29,29,internal_timestamp,1279,29,29,842314,1451656592,3.026900053,29,29,3660645393
"('630',)",31.81399918,1,0,1033.372925,29,29,2,3.181399918,29,13,3746541034,3746541034,3660645404,44.52757,-125.38075,0,34.46545011,29,29,internal_timestamp,1276.660034,29,29,812861,1451656603,3.032799959,29,29,3660645404
"('631',)",31.81920052,1,0,1033.361996,29,29,2,3.181920052,29,13,3746541034,3746541034,3660645415,44.52757,-125.38075,0,34.46568244,29,29,internal_timestamp,1274.410034,29,29,820806,1451656614,3.039599895,29,29,3660645415
"('632',)",31.8253994,1,0,1033.350662,29,29,2,3.18253994,29,13,3746541034,3746541034,3660645426,44.52757,-125.38075,0,34.46470461,29,29,internal_timestamp,1272.339966,29,29,813849,1451656625,3.048599958,29,29,3660645426
"('633',)",31.82620049,1,0,1033.341778,29,29,2,3.182620049,29,13,3746541034,3746541034,3660645437,44.52757,-125.38075,0,34.46461791,29,29,internal_timestamp,1270.459961,29,29,818993,1451656636,3.050499916,29,29,3660645437
"('634',)",31.8281002,1,0,1033.333263,29,29,2,3.18281002,29,13,3746541034,3746541034,3660645448,44.52757,-125.38075,0,34.46546732,29,29,internal_timestamp,1268.51001,29,29,831954,1451656647,3.05279994,29,29,3660645448
"('635',)",31.82749939,1,0,1033.324206,29,29,2,3.182749939,29,13,3746541034,3746541034,3660645459,44.52757,-125.38075,0,34.46507385,29,29,internal_timestamp,1266.609985,29,29,875699,1451656658,3.05340004,29,29,3660645459
"('636',)",31.82690048,1,0,1033.315183,29,29,2,3.182690048,29,13,3746541034,3746541034,3660645470,44.52757,-125.38075,0,34.46538128,29,29,internal_timestamp,1264.579956,29,29,818221,1451656669,3.05340004,29,29,3660645470
"('637',)",31.82649994,1,0,1033.305417,29,29,2,3.182649994,29,13,3746541034,3746541034,3660645481,44.52757,-125.38075,0,34.46510458,29,29,internal_timestamp,1262.51001,29,29,823379,1451656680,3.054199934,29,29,3660645481
"('638',)",31.82589912,1,0,1033.298932,29,29,2,3.182589912,29,13,3746541034,3746541034,3660645492,44.52757,-125.38075,0,34.46510092,29,29,internal_timestamp,1261.089966,29,29,823565,1451656691,3.054199934,29,29,3660645492
"('639',)",31.8260994,1,0,1033.293039,29,29,2,3.18260994,29,13,3746541034,3746541034,3660645503,44.52757,-125.38075,0,34.46526274,29,29,internal_timestamp,1259.790039,29,29,826545,1451656702,3.054899931,29,29,3660645503
"('640',)",31.83250046,1,0,1033.283033,29,29,2,3.183250046,29,13,3746541034,3746541034,3660645514,44.52757,-125.38075,0,34.46450662,29,29,internal_timestamp,1257.969971,29,29,845129,1451656713,3.063800097,29,29,3660645514
"('641',)",31.83169937,1,0,1033.271663,29,29,2,3.183169937,29,13,3746541034,3746541034,3660645525,44.52757,-125.38075,0,34.46495046,29,29,internal_timestamp,1255.400024,29,29,852358,1451656724,3.063699961,29,29,3660645525
"('642',)",31.83639908,1,0,1033.258448,29,29,2,3.183639908,29,13,3746541034,3746541034,3660645536,44.52757,-125.38075,0,34.46503225,29,29,internal_timestamp,1252.670044,29,29,829515,1451656735,3.070300102,29,29,3660645536
"('643',)",31.83769989,1,0,1033.244921,29,29,2,3.183769989,29,13,3746541034,3746541034,3660645547,44.52757,-125.38075,0,34.46464899,29,29,internal_timestamp,1249.859985,29,29,823940,1451656746,3.073499918,29,29,3660645547
"('644',)",31.83600044,1,0,1033.231072,29,29,2,3.183600044,29,13,3746541034,3746541034,3660645558,44.52757,-125.38075,0,34.4633911,29,29,internal_timestamp,1247.060059,29,29,859636,1451656757,3.074100018,29,29,3660645558
"('645',)",31.8288002,1,0,1033.218673,29,29,2,3.18288002,29,13,3746541034,3746541034,3660645569,44.52757,-125.38075,0,34.46277725,29,29,internal_timestamp,1244.280029,29,29,824373,1451656768,3.067800045,29,29,3660645569
"('646',)",31.81389999,1,0,1033.204797,29,29,2,3.181389999,29,13,3746541034,3746541034,3660645580,44.52757,-125.38075,0,34.45944089,29,29,internal_timestamp,1241.47998,29,29,829139,1451656779,3.055299997,29,29,3660645580
"('647',)",31.8083992,1,0,1033.190049,29,29,2,3.18083992,29,13,3746541034,3746541034,3660645591,44.52757,-125.38075,0,34.45655374,29,29,internal_timestamp,1238.689941,29,29,847460,1451656790,3.053100109,29,29,3660645591
"('648',)",31.80649948,1,0,1033.176936,29,29,2,3.180649948,29,13,3746541034,3746541034,3660645602,44.52757,-125.38075,0,34.45587837,29,29,internal_timestamp,1235.930054,29,29,894876,1451656801,3.052900076,29,29,3660645602
"('649',)",31.80489922,1,0,1033.163014,29,29,2,3.180489922,29,13,3746541034,3746541034,3660645613,44.52757,-125.38075,0,34.45440915,29,29,internal_timestamp,1233.160034,29,29,832954,1451656812,3.053800106,29,29,3660645613
"('650',)",31.81419945,1,0,1033.147969,29,29,2,3.181419945,29,13,3746541034,3746541034,3660645624,44.52757,-125.38075,0,34.4528299,29,29,internal_timestamp,1230.5,29,29,842118,1451656823,3.067199945,29,29,3660645624
"('651',)",31.82519913,1,0,1033.134563,29,29,2,3.182519913,29,13,3746541034,3746541034,3660645635,44.52757,-125.38075,0,34.4515363,29,29,internal_timestamp,1228.189941,29,29,829982,1451656834,3.082099915,29,29,3660645635
"('652',)",31.82780075,1,0,1033.123409,29,29,2,3.182780075,29,13,3746541034,3746541034,3660645646,44.52757,-125.38075,0,34.45152842,29,29,internal_timestamp,1225.859985,29,29,834208,1451656845,3.086199999,29,29,3660645646
"('653',)",31.83130074,1,0,1033.112957,29,29,2,3.183130074,29,13,3746541034,3746541034,3660645657,44.52757,-125.38075,0,34.45156664,29,29,internal_timestamp,1223.699951,29,29,838781,1451656856,3.091200113,29,29,3660645657
"('654',)",31.8314991,1,0,1033.102671,29,29,2,3.18314991,29,13,3746541034,3746541034,3660645668,44.52757,-125.38075,0,34.45132633,29,29,internal_timestamp,1221.530029,29,29,834162,1451656867,3.092700005,29,29,3660645668
"('655',)",31.83169937,1,0,1033.09307,29,29,2,3.183169937,29,13,3746541034,3746541034,3660645679,44.52757,-125.38075,0,34.45077119,29,29,internal_timestamp,1219.569946,29,29,836726,1451656878,3.094399929,29,29,3660645679
"('656',)",31.8321991,1,0,1033.083652,29,29,2,3.18321991,29,13,3746541034,3746541034,3660645690,44.52757,-125.38075,0,34.45000363,29,29,internal_timestamp,1217.699951,29,29,838660,1451656889,3.096600056,29,29,3660645690
"('657',)",31.83090019,1,0,1033.075162,29,29,2,3.183090019,29,13,3746541034,3746541034,3660645701,44.52757,-125.38075,0,34.44967652,29,29,internal_timestamp,1215.890015,29,29,840078,1451656900,3.096299887,29,29,3660645701
"('658',)",31.83069992,1,0,1033.062246,29,29,2,3.183069992,29,13,3746541034,3746541034,3660645712,44.52757,-125.38075,0,34.44923129,29,29,internal_timestamp,1213.180054,29,29,843003,1451656911,3.097800016,29,29,3660645712
"('659',)",31.83119965,1,0,1033.049432,29,29,2,3.183119965,29,13,3746541034,3746541034,3660645723,44.52757,-125.38075,0,34.44911172,29,29,internal_timestamp,1210.449951,29,29,838507,1451656922,3.09980011,29,29,3660645723
"('660',)",31.84379959,1,0,1033.036224,29,29,2,3.184379959,29,13,3746541034,3746541034,3660645734,44.52757,-125.38075,0,34.4488483,29,29,internal_timestamp,1208.030029,29,29,841217,1451656933,3.115600109,29,29,3660645734
"('661',)",31.84819984,1,0,1033.025992,29,29,2,3.184819984,29,13,3746541034,3746541034,3660645745,44.52757,-125.38075,0,34.44957802,29,29,internal_timestamp,1205.810059,29,29,844836,1451656944,3.121000052,29,29,3660645745
"('662',)",31.85160065,1,0,1033.014901,29,29,2,3.185160065,29,13,3746541034,3746541034,3660645756,44.52757,-125.38075,0,34.449563,29,29,internal_timestamp,1203.52002,29,29,838185,1451656955,3.125999928,29,29,3660645756
"('663',)",31.85040092,1,0,1033.004663,29,29,2,3.185040092,29,13,3746541034,3746541034,3660645767,44.52757,-125.38075,0,34.44911248,29,29,internal_timestamp,1201.359985,29,29,842902,1451656966,3.126100063,29,29,3660645767
"('664',)",31.86219978,1,0,1032.9927,29,29,2,3.186219978,29,13,3746541034,3746541034,3660645778,44.52757,-125.38075,0,34.44974272,29,29,internal_timestamp,1199.01001,29,29,847798,1451656977,3.140100002,29,29,3660645778
"('665',)",31.88059998,1,0,1032.979721,29,29,2,3.188059998,29,13,3746541034,3746541034,3660645789,44.52757,-125.38075,0,34.45053442,29,29,internal_timestamp,1196.609985,29,29,842096,1451656988,3.161499977,29,29,3660645789
"('666',)",31.8864994,1,0,1032.96858,29,29,2,3.18864994,29,13,3746541034,3746541034,3660645800,44.52757,-125.38075,0,34.45018892,29,29,internal_timestamp,1194.449951,29,29,846690,1451656999,3.16960001,29,29,3660645800
"('667',)",31.88699913,1,0,1032.960043,29,29,2,3.188699913,29,13,3746541034,3746541034,3660645811,44.52757,-125.38075,0,34.45060055,29,29,internal_timestamp,1192.540039,29,29,839723,1451657010,3.170700073,29,29,3660645811
"('668',)",31.89010048,1,0,1032.952788,29,29,2,3.189010048,29,13,3746541034,3746541034,3660645822,44.52757,-125.38075,0,34.45089081,29,29,internal_timestamp,1191.01001,29,29,844021,1451657021,3.174700022,29,29,3660645822
"('669',)",31.89010048,1,0,1032.944532,29,29,2,3.189010048,29,13,3746541034,3746541034,3660645833,44.52757,-125.38075,0,34.45026005,29,29,internal_timestamp,1189.349976,29,29,849996,1451657032,3.176100016,29,29,3660645833
"('670',)",31.88879967,1,0,1032.934653,29,29,2,3.188879967,29,13,3746541034,3746541034,3660645844,44.52757,-125.38075,0,34.44916723,29,29,internal_timestamp,1187.390015,29,29,843265,1451657043,3.176599979,29,29,3660645844
"('671',)",31.88899994,1,0,1032.923115,29,29,2,3.188899994,29,13,3746541034,3746541034,3660645855,44.52757,-125.38075,0,34.44908303,29,29,internal_timestamp,1184.920044,29,29,847722,1451657054,3.178100109,29,29,3660645855
"('672',)",31.88949966,1,0,1032.910769,29,29,2,3.188949966,29,13,3746541034,3746541034,3660645866,44.52757,-125.38075,0,34.44820615,29,29,internal_timestamp,1182.439941,29,29,850986,1451657065,3.180700064,29,29,3660645866
"('673',)",31.88870049,1,0,1032.898458,29,29,2,3.188870049,29,13,3746541034,3746541034,3660645877,44.52757,-125.38075,0,34.44736915,29,29,internal_timestamp,1179.920044,29,29,853254,1451657076,3.181799889,29,29,3660645877
"('674',)",31.88699913,1,0,1032.887084,29,29,2,3.188699913,29,13,3746541034,3746541034,3660645888,44.52757,-125.38075,0,34.4468666,29,29,internal_timestamp,1177.51001,29,29,857804,1451657087,3.181499958,29,29,3660645888
"('675',)",31.89340019,1,0,1032.871747,29,29,2,3.189340019,29,13,3746541034,3746541034,3660645899,44.52757,-125.38075,0,34.44523894,29,29,internal_timestamp,1174.709961,29,29,865456,1451657098,3.191699982,29,29,3660645899
"('676',)",31.89489937,1,0,1032.860002,29,29,2,3.189489937,29,13,3746541034,3746541034,3660645910,44.52757,-125.38075,0,34.4446697,29,29,internal_timestamp,1172.329956,29,29,853070,1451657109,3.195100069,29,29,3660645910
"('677',)",31.89780045,1,0,1032.851621,29,29,2,3.189780045,29,13,3746541034,3746541034,3660645921,44.52757,-125.38075,0,34.44424982,29,29,internal_timestamp,1170.689941,29,29,855576,1451657120,3.199599981,29,29,3660645921
"('678',)",31.90110016,1,0,1032.843576,29,29,2,3.190110016,29,13,3746541034,3746541034,3660645932,44.52757,-125.38075,0,34.44431325,29,29,internal_timestamp,1169.040039,29,29,859123,1451657131,3.204099894,29,29,3660645932
"('679',)",31.9034996,1,0,1032.834195,29,29,2,3.19034996,29,13,3746541034,3746541034,3660645943,44.52757,-125.38075,0,34.44312139,29,29,internal_timestamp,1167.319946,29,29,860889,1451657142,3.208800077,29,29,3660645943
"('680',)",31.9041996,1,0,1032.826399,29,29,2,3.19041996,29,13,3746541034,3746541034,3660645954,44.52757,-125.38075,0,34.4430061,29,29,internal_timestamp,1165.680054,29,29,861601,1451657153,3.210500002,29,29,3660645954
"('681',)",31.90500069,1,0,1032.817918,29,29,2,3.190500069,29,13,3746541034,3746541034,3660645965,44.52757,-125.38075,0,34.44240638,29,29,internal_timestamp,1163.98999,29,29,853899,1451657164,3.212800026,29,29,3660645965
"('682',)",31.90609932,1,0,1032.811768,29,29,2,3.190609932,29,13,3746541034,3746541034,3660645976,44.52757,-125.38075,0,34.44319885,29,29,internal_timestamp,1162.540039,29,29,856781,1451657175,3.213999987,29,29,3660645976
"('683',)",31.90769959,1,0,1032.804651,29,29,2,3.190769959,29,13,3746541034,3746541034,3660645987,44.52757,-125.38075,0,34.44289991,29,29,internal_timestamp,1161.109985,29,29,858465,1451657186,3.216799974,29,29,3660645987
"('684',)",31.91220093,1,0,1032.793494,29,29,2,3.191220093,29,13,3746541034,3746541034,3660645998,44.52757,-125.38075,0,34.44293635,29,29,internal_timestamp,1158.829956,29,29,861618,1451657197,3.22300005,29,29,3660645998
"('685',)",31.91250038,1,0,1032.780482,29,29,2,3.191250038,29,13,3746541034,3746541034,3660646009,44.52757,-125.38075,0,34.44047784,29,29,internal_timestamp,1156.51001,29,29,863061,1451657208,3.226799965,29,29,3660646009
"('686',)",31.91550064,1,0,1032.766547,29,29,2,3.191550064,29,13,3746541034,3746541034,3660646020,44.52757,-125.38075,0,34.43946358,29,29,internal_timestamp,1153.790039,29,29,870477,1451657219,3.232500076,29,29,3660646020
"('687',)",31.91250038,1,0,1032.752971,29,29,2,3.191250038,29,13,3746541034,3746541034,3660646031,44.52757,-125.38075,0,34.43822508,29,29,internal_timestamp,1151.01001,29,29,858534,1451657230,3.231600046,29,29,3660646031
"('688',)",31.91250038,1,0,1032.738632,29,29,2,3.191250038,29,13,3746541034,3746541034,3660646042,44.52757,-125.38075,0,34.43635299,29,29,internal_timestamp,1148.280029,29,29,862986,1451657241,3.234699965,29,29,3660646042
"('689',)",31.91270065,1,0,1032.725917,29,29,2,3.191270065,29,13,3746541034,3746541034,3660646053,44.52757,-125.38075,0,34.43513018,29,29,internal_timestamp,1145.780029,29,29,866337,1451657252,3.237299919,29,29,3660646053
"('690',)",31.91580009,1,0,1032.713684,29,29,2,3.191580009,29,13,3746541034,3746541034,3660646064,44.52757,-125.38075,0,34.43427347,29,29,internal_timestamp,1143.400024,29,29,870755,1451657263,3.242799997,29,29,3660646064
"('691',)",31.93740082,1,0,1032.700029,29,29,2,3.193740082,29,13,3746541034,3746541034,3660646075,44.52757,-125.38075,0,34.43501849,29,29,internal_timestamp,1140.959961,29,29,865005,1451657274,3.26789999,29,29,3660646075
"('692',)",31.94149971,1,0,1032.691224,29,29,2,3.194149971,29,13,3746541034,3746541034,3660646086,44.52757,-125.38075,0,34.43528907,29,29,internal_timestamp,1139.130005,29,29,868791,1451657285,3.273200035,29,29,3660646086
"('693',)",31.94479942,1,0,1032.681865,29,29,2,3.194479942,29,13,3746541034,3746541034,3660646097,44.52757,-125.38075,0,34.43492768,29,29,internal_timestamp,1137.280029,29,29,873673,1451657296,3.278199911,29,29,3660646097
"('694',)",31.93199921,1,0,1032.669973,29,29,2,3.193199921,29,13,3746541034,3746541034,3660646108,44.52757,-125.38075,0,34.43193627,29,29,internal_timestamp,1134.910034,29,29,869230,1451657307,3.26760006,29,29,3660646108
"('695',)",31.93250084,1,0,1032.657287,29,29,2,3.193250084,29,13,3746541034,3746541034,3660646119,44.52757,-125.38075,0,34.43064018,29,29,internal_timestamp,1132.439941,29,29,873723,1451657318,3.27060008,29,29,3660646119
"('696',)",31.93659973,1,0,1032.644789,29,29,2,3.193659973,29,13,3746541034,3746541034,3660646130,44.52757,-125.38075,0,34.42949493,29,29,internal_timestamp,1130.089966,29,29,867957,1451657329,3.277499914,29,29,3660646130
"('697',)",31.93799973,1,0,1032.635199,29,29,2,3.193799973,29,13,3746541034,3746541034,3660646141,44.52757,-125.38075,0,34.42935163,29,29,internal_timestamp,1128.089966,29,29,873414,1451657340,3.280200005,29,29,3660646141
"('698',)",31.9368,1,0,1032.624805,29,29,2,3.19368,29,13,3746541034,3746541034,3660646152,44.52757,-125.38075,0,34.4282263,29,29,internal_timestamp,1126.030029,29,29,893567,1451657351,3.280900002,29,29,3660646152
"('699',)",31.9510994,1,0,1032.612842,29,29,2,3.19510994,29,13,3746541034,3746541034,3660646163,44.52757,-125.38075,0,34.43037399,29,29,internal_timestamp,1123.459961,29,29,876771,1451657362,3.29640007,29,29,3660646163
"('700',)",31.98800087,1,0,1032.597832,29,29,2,3.198800087,29,13,3746541034,3746541034,3660646174,44.52757,-125.38075,0,34.43128206,29,29,internal_timestamp,1121.160034,29,29,868875,1451657373,3.338700056,29,29,3660646174
"('701',)",31.97820091,1,0,1032.587703,29,29,2,3.197820091,29,13,3746541034,3746541034,3660646185,44.52757,-125.38075,0,34.42957517,29,29,internal_timestamp,1119.01001,29,29,872848,1451657384,3.330199957,29,29,3660646185
"('702',)",31.97159958,1,0,1032.578032,29,29,2,3.197159958,29,13,3746541034,3746541034,3660646196,44.52757,-125.38075,0,34.42897431,29,29,internal_timestamp,1116.839966,29,29,877439,1451657395,3.324300051,29,29,3660646196
"('703',)",31.96680069,1,0,1032.565909,29,29,2,3.196680069,29,13,3746541034,3746541034,3660646207,44.52757,-125.38075,0,34.42707163,29,29,internal_timestamp,1114.449951,29,29,873060,1451657406,3.321799994,29,29,3660646207
"('704',)",31.9776001,1,0,1032.554474,29,29,2,3.19776001,29,13,3746541034,3746541034,3660646218,44.52757,-125.38075,0,34.42665539,29,29,internal_timestamp,1112.390015,29,29,879810,1451657417,3.335500002,29,29,3660646218
"('705',)",32.00289917,1,0,1032.547089,29,29,2,3.200289917,29,13,3746541034,3746541034,3660646229,44.52757,-125.38075,0,34.42948,29,29,internal_timestamp,1111.01001,29,29,873156,1451657428,3.362299919,29,29,3660646229
"('706',)",32.01229858,1,0,1032.538135,29,29,2,3.201229858,29,13,3746541034,3746541034,3660646240,44.52757,-125.38075,0,34.42913447,29,29,internal_timestamp,1109.430054,29,29,878500,1451657439,3.37409997,29,29,3660646240
"('707',)",32.00590134,1,0,1032.526642,29,29,2,3.200590134,29,13,3746541034,3746541034,3660646251,44.52757,-125.38075,0,34.42762889,29,29,internal_timestamp,1107.050049,29,29,884085,1451657450,3.369400024,29,29,3660646251
"('708',)",31.99250031,1,0,1032.516518,29,29,2,3.199250031,29,13,3746541034,3746541034,3660646262,44.52757,-125.38075,0,34.42435241,29,29,internal_timestamp,1105.099976,29,29,879601,1451657461,3.358200073,29,29,3660646262
"('709',)",31.98870087,1,0,1032.507259,29,29,2,3.198870087,29,13,3746541034,3746541034,3660646273,44.52757,-125.38075,0,34.422598,29,29,internal_timestamp,1103.329956,29,29,885204,1451657472,3.356400013,29,29,3660646273
"('710',)",31.99150085,1,0,1032.496918,29,29,2,3.199150085,29,13,3746541034,3746541034,3660646284,44.52757,-125.38075,0,34.42123432,29,29,internal_timestamp,1101.449951,29,29,881423,1451657483,3.361799955,29,29,3660646284
"('711',)",31.99119949,1,0,1032.489123,29,29,2,3.199119949,29,13,3746541034,3746541034,3660646295,44.52757,-125.38075,0,34.42097287,29,29,internal_timestamp,1099.810059,29,29,886018,1451657494,3.362499952,29,29,3660646295
"('712',)",31.99200058,1,0,1032.482973,29,29,2,3.199200058,29,13,3746541034,3746541034,3660646306,44.52757,-125.38075,0,34.42090726,29,29,internal_timestamp,1098.52002,29,29,881464,1451657505,3.364099979,29,29,3660646306
"('713',)",31.99609947,1,0,1032.477584,29,29,2,3.199609947,29,13,3746541034,3746541034,3660646317,44.52757,-125.38075,0,34.42075923,29,29,internal_timestamp,1097.51001,29,29,887317,1451657516,3.369400024,29,29,3660646317
"('714',)",31.99830055,1,0,1032.471007,29,29,2,3.199830055,29,13,3746541034,3746541034,3660646328,44.52757,-125.38075,0,34.42013313,29,29,internal_timestamp,1096.280029,29,29,884155,1451657527,3.373100042,29,29,3660646328
"('715',)",31.99169922,1,0,1032.464151,29,29,2,3.199169922,29,13,3746541034,3746541034,3660646339,44.52757,-125.38075,0,34.41814405,29,29,internal_timestamp,1094.98999,29,29,887650,1451657538,3.368099928,29,29,3660646339
"('716',)",31.98920059,1,0,1032.457969,29,29,2,3.198920059,29,13,3746541034,3746541034,3660646350,44.52757,-125.38075,0,34.41702096,29,29,internal_timestamp,1093.800049,29,29,883816,1451657549,3.366899967,29,29,3660646350
"('717',)",31.98830032,1,0,1032.453987,29,29,2,3.198830032,29,13,3746541034,3746541034,3660646361,44.52757,-125.38075,0,34.41714182,29,29,internal_timestamp,1092.890015,29,29,881279,1451657560,3.36619997,29,29,3660646361
"('718',)",31.98609924,1,0,1032.44983,29,29,2,3.198609924,29,13,3746541034,3746541034,3660646372,44.52757,-125.38075,0,34.41651119,29,29,internal_timestamp,1092.050049,29,29,896107,1451657571,3.364700079,29,29,3660646372
"('719',)",31.98789978,1,0,1032.445305,29,29,2,3.198789978,29,13,3746541034,3746541034,3660646383,44.52757,-125.38075,0,34.41685891,29,29,internal_timestamp,1091.060059,29,29,888474,1451657582,3.366899967,29,29,3660646383
"('720',)",31.99740028,1,0,1032.437572,29,29,2,3.199740028,29,13,3746541034,3746541034,3660646394,44.52757,-125.38075,0,34.41603555,29,29,internal_timestamp,1089.839966,29,29,895705,1451657593,3.379100084,29,29,3660646394
"('721',)",31.99970055,1,0,1032.431291,29,29,2,3.199970055,29,13,3746541034,3746541034,3660646405,44.52757,-125.38075,0,34.41585349,29,29,internal_timestamp,1088.589966,29,29,909780,1451657604,3.382499933,29,29,3660646405
"('722',)",32.00009918,1,0,1032.424796,29,29,2,3.200009918,29,13,3746541034,3746541034,3660646416,44.52757,-125.38075,0,34.41565234,29,29,internal_timestamp,1087.23999,29,29,897145,1451657615,3.38380003,29,29,3660646416
"('723',)",32.00310135,1,0,1032.41881,29,29,2,3.200310135,29,13,3746541034,3746541034,3660646427,44.52757,-125.38075,0,34.41518869,29,29,internal_timestamp,1086.130005,29,29,897403,1451657626,3.388200045,29,29,3660646427
"('724',)",32.00849915,1,0,1032.41141,29,29,2,3.200849915,29,13,3746541034,3746541034,3660646438,44.52757,-125.38075,0,34.41384204,29,29,internal_timestamp,1084.959961,29,29,896744,1451657637,3.396199942,29,29,3660646438
"('725',)",32.00709915,1,0,1032.405879,29,29,2,3.200709915,29,13,3746541034,3746541034,3660646449,44.52757,-125.38075,0,34.41314792,29,29,internal_timestamp,1083.859985,29,29,890018,1451657648,3.395800114,29,29,3660646449
"('726',)",32.00659943,1,0,1032.401554,29,29,2,3.200659943,29,13,3746541034,3746541034,3660646460,44.52757,-125.38075,0,34.41371908,29,29,internal_timestamp,1082.800049,29,29,896382,1451657659,3.395200014,29,29,3660646460
"('727',)",32.00790024,1,0,1032.395869,29,29,2,3.200790024,29,13,3746541034,3746541034,3660646471,44.52757,-125.38075,0,34.41378559,29,29,internal_timestamp,1081.599976,29,29,909307,1451657670,3.397200108,29,29,3660646471
"('728',)",32.01179886,1,0,1032.390162,29,29,2,3.201179886,29,13,3746541034,3746541034,3660646482,44.52757,-125.38075,0,34.41422892,29,29,internal_timestamp,1080.400024,29,29,899847,1451657681,3.401799917,29,29,3660646482
"('729',)",32.01649857,1,0,1032.381514,29,29,2,3.201649857,29,13,3746541034,3746541034,3660646493,44.52757,-125.38075,0,34.41374974,29,29,internal_timestamp,1078.77002,29,29,894789,1451657692,3.408400059,29,29,3660646493
"('730',)",32.01900101,1,0,1032.372621,29,29,2,3.201900101,29,13,3746541034,3746541034,3660646504,44.52757,-125.38075,0,34.41368419,29,29,internal_timestamp,1076.939941,29,29,914338,1451657703,3.412199974,29,29,3660646504
"('731',)",32.01530075,1,0,1032.363411,29,29,2,3.201530075,29,13,3746541034,3746541034,3660646515,44.52757,-125.38075,0,34.41287276,29,29,internal_timestamp,1075,29,29,902406,1451657714,3.409699917,29,29,3660646515
"('732',)",32.02119827,1,0,1032.352453,29,29,2,3.202119827,29,13,3746541034,3746541034,3660646526,44.52757,-125.38075,0,34.41156498,29,29,internal_timestamp,1073.069946,29,29,896506,1451657725,3.418600082,29,29,3660646526
"('733',)",32.01530075,1,0,1032.342606,29,13,2,3.201530075,29,13,3746541034,3746541034,3660646537,44.52757,-125.38075,0,34.410633,29,29,internal_timestamp,1070.949951,29,29,945903,1451657736,3.413800001,29,29,3660646537
"('734',)",32.01739883,1,0,1032.335835,29,13,2,3.201739883,29,13,3746541034,3746541034,3660646548,44.52757,-125.38075,0,34.41059515,29,29,internal_timestamp,1069.560059,29,29,906277,1451657747,3.41689992,29,29,3660646548
