obs,conductivity_millisiemens,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,density,density_qc_executed,density_qc_results,deployment,dpc_ctd_seawater_conductivity,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,driver_timestamp,ingestion_timestamp,internal_timestamp,lat,lon,port_timestamp,practical_salinity,practical_salinity_qc_executed,practical_salinity_qc_results,preferred_timestamp,seawater_pressure,pressure_qc_executed,pressure_qc_results,raw_time_microseconds,raw_time_seconds,seawater_temperature,temp_qc_executed,temp_qc_results,time
"('347',)",31.2935009,1,0,1036.723106,29,29,2,3.12935009,29,13,3746541034,3746541034,3660642291,44.52757,-125.38075,0,34.58757565,29,29,internal_timestamp,1964.160034,29,29,646411,1451653490,1.996700048,29,29,3660642291
"('348',)",31.29249954,1,0,1036.714316,29,29,2,3.129249954,29,13,3746541034,3746541034,3660642302,44.52757,-125.38075,0,34.58751737,29,29,internal_timestamp,1962.219971,29,29,636555,1451653501,1.996500015,29,29,3660642302
"('349',)",31.29229927,1,0,1036.702452,29,29,2,3.129229927,29,13,3746541034,3746541034,3660642313,44.52757,-125.38075,0,34.58748404,29,29,internal_timestamp,1959.630005,29,29,579705,1451653512,1.997499943,29,29,3660642313
"('350',)",31.29170036,1,0,1036.690493,29,29,2,3.129170036,29,13,3746541034,3746541034,3660642324,44.52757,-125.38075,0,34.58728094,29,29,internal_timestamp,1957.040039,29,29,605312,1451653523,1.998200059,29,29,3660642324
"('351',)",31.2942009,1,0,1036.67761,29,29,2,3.12942009,29,13,3746541034,3746541034,3660642335,44.52757,-125.38075,0,34.58662183,29,29,internal_timestamp,1954.439941,29,29,628545,1451653534,2.002899885,29,29,3660642335
"('352',)",31.29439926,1,0,1036.664929,29,29,2,3.129439926,29,13,3746541034,3746541034,3660642346,44.52757,-125.38075,0,34.58651253,29,29,internal_timestamp,1951.699951,29,29,638483,1451653545,2.004499912,29,29,3660642346
"('353',)",31.29459953,1,0,1036.65221,29,29,2,3.129459953,29,13,3746541034,3746541034,3660642357,44.52757,-125.38075,0,34.58676586,29,29,internal_timestamp,1948.880005,29,29,614985,1451653556,2.005800009,29,29,3660642357
"('354',)",31.29319954,1,0,1036.63865,29,29,2,3.129319954,29,13,3746541034,3746541034,3660642368,44.52757,-125.38075,0,34.58603272,29,29,internal_timestamp,1946.02002,29,29,636287,1451653567,2.006200075,29,29,3660642368
"('355',)",31.29299927,1,0,1036.625666,29,29,2,3.129299927,29,13,3746541034,3746541034,3660642379,44.52757,-125.38075,0,34.5857794,29,29,internal_timestamp,1943.22998,29,29,604938,1451653578,2.007499933,29,29,3660642379
"('356',)",31.29500008,1,0,1036.611681,29,29,2,3.129500008,29,13,3746541034,3746541034,3660642390,44.52757,-125.38075,0,34.58493591,29,29,internal_timestamp,1940.410034,29,29,617327,1451653589,2.011899948,29,29,3660642390
"('357',)",31.29570007,1,0,1036.598044,29,29,2,3.129570007,29,13,3746541034,3746541034,3660642401,44.52757,-125.38075,0,34.58431409,29,29,internal_timestamp,1937.579956,29,29,639506,1451653600,2.014600039,29,29,3660642401
"('358',)",31.2968998,1,0,1036.584352,29,29,2,3.12968998,29,13,3746541034,3746541034,3660642412,44.52757,-125.38075,0,34.5840163,29,29,internal_timestamp,1934.689941,29,29,619607,1451653611,2.01760006,29,29,3660642412
"('359',)",31.29800034,1,0,1036.570285,29,29,2,3.129800034,29,13,3746541034,3746541034,3660642423,44.52757,-125.38075,0,34.58303788,29,29,internal_timestamp,1931.849976,29,29,585385,1451653622,2.021100044,29,29,3660642423
"('360',)",31.29859924,1,0,1036.557629,29,29,2,3.129859924,29,13,3746541034,3746541034,3660642434,44.52757,-125.38075,0,34.58322915,29,29,internal_timestamp,1929.069946,29,29,584906,1451653633,2.022900105,29,29,3660642434
"('361',)",31.29800034,1,0,1036.545625,29,29,2,3.129800034,29,13,3746541034,3746541034,3660642445,44.52757,-125.38075,0,34.58303377,29,29,internal_timestamp,1926.469971,29,29,590627,1451653644,2.023600101,29,29,3660642445
"('362',)",31.29759979,1,0,1036.533028,29,29,2,3.129759979,29,13,3746541034,3746541034,3660642456,44.52757,-125.38075,0,34.5831767,29,29,internal_timestamp,1923.680054,29,29,587873,1451653655,2.024300098,29,29,3660642456
"('363',)",31.29870033,1,0,1036.519899,29,29,2,3.129870033,29,13,3746541034,3746541034,3660642467,44.52757,-125.38075,0,34.58267908,29,29,internal_timestamp,1920.949951,29,29,589212,1451653666,2.027299881,29,29,3660642467
"('364',)",31.3003006,1,0,1036.506354,29,29,2,3.13003006,29,13,3746541034,3746541034,3660642478,44.52757,-125.38075,0,34.58195592,29,29,internal_timestamp,1918.189941,29,29,674804,1451653677,2.031100035,29,29,3660642478
"('365',)",31.30069923,1,0,1036.493972,29,29,2,3.130069923,29,13,3746541034,3746541034,3660642489,44.52757,-125.38075,0,34.58196438,29,29,internal_timestamp,1915.5,29,29,598761,1451653688,2.032799959,29,29,3660642489
"('366',)",31.30109978,1,0,1036.483203,29,29,2,3.130109978,29,13,3746541034,3746541034,3660642500,44.52757,-125.38075,0,34.58178196,29,29,internal_timestamp,1913.199951,29,29,621088,1451653699,2.034499884,29,29,3660642500
"('367',)",31.30669975,1,0,1036.471008,29,29,2,3.130669975,29,13,3746541034,3746541034,3660642511,44.52757,-125.38075,0,34.58047431,29,29,internal_timestamp,1910.97998,29,29,622369,1451653710,2.043200016,29,29,3660642511
"('368',)",31.31060028,1,0,1036.458624,29,29,2,3.131060028,29,13,3746541034,3746541034,3660642522,44.52757,-125.38075,0,34.57903512,29,29,internal_timestamp,1908.689941,29,29,641742,1451653721,2.050100088,29,29,3660642522
"('369',)",31.31240082,1,0,1036.446831,29,29,2,3.131240082,29,13,3746541034,3746541034,3660642533,44.52757,-125.38075,0,34.57896401,29,29,internal_timestamp,1906.189941,29,29,638355,1451653732,2.05340004,29,29,3660642533
"('370',)",31.31360054,1,0,1036.433868,29,29,2,3.131360054,29,13,3746541034,3746541034,3660642544,44.52757,-125.38075,0,34.57881756,29,29,internal_timestamp,1903.430054,29,29,599675,1451653743,2.056200027,29,29,3660642544
"('371',)",31.31329918,1,0,1036.420645,29,29,2,3.131329918,29,13,3746541034,3746541034,3660642555,44.52757,-125.38075,0,34.57869674,29,29,internal_timestamp,1900.560059,29,29,602946,1451653754,2.057300091,29,29,3660642555
"('372',)",31.31259918,1,0,1036.40752,29,29,2,3.131259918,29,13,3746541034,3746541034,3660642566,44.52757,-125.38075,0,34.57862056,29,29,internal_timestamp,1897.689941,29,29,604609,1451653765,2.057899952,29,29,3660642566
"('373',)",31.31200027,1,0,1036.394355,29,29,2,3.131200027,29,13,3746541034,3746541034,3660642577,44.52757,-125.38075,0,34.57856681,29,29,internal_timestamp,1894.810059,29,29,614507,1451653776,2.058599949,29,29,3660642577
"('374',)",31.31139946,1,0,1036.380938,29,29,2,3.131139946,29,13,3746541034,3746541034,3660642588,44.52757,-125.38075,0,34.5781856,29,29,internal_timestamp,1891.939941,29,29,616307,1451653787,2.059600115,29,29,3660642588
"('375',)",31.31040001,1,0,1036.367966,29,29,2,3.131040001,29,13,3746541034,3746541034,3660642599,44.52757,-125.38075,0,34.57828108,29,29,internal_timestamp,1889.060059,29,29,599699,1451653798,2.059700012,29,29,3660642599
"('376',)",31.30920029,1,0,1036.354897,29,29,2,3.130920029,29,13,3746541034,3746541034,3660642610,44.52757,-125.38075,0,34.5782375,29,29,internal_timestamp,1886.180054,29,29,599953,1451653809,2.059700012,29,29,3660642610
"('377',)",31.30900002,1,0,1036.341561,29,29,2,3.130900002,29,13,3746541034,3746541034,3660642621,44.52757,-125.38075,0,34.5779124,29,29,internal_timestamp,1883.329956,29,29,602066,1451653820,2.061100006,29,29,3660642621
"('378',)",31.30879974,1,0,1036.327631,29,29,2,3.130879974,29,13,3746541034,3746541034,3660642632,44.52757,-125.38075,0,34.57718509,29,29,internal_timestamp,1880.430054,29,29,602962,1451653831,2.062900066,29,29,3660642632
"('379',)",31.31049919,1,0,1036.313556,29,29,2,3.131049919,29,13,3746541034,3746541034,3660642643,44.52757,-125.38075,0,34.57630671,29,29,internal_timestamp,1877.589966,29,29,627696,1451653842,2.066999912,29,29,3660642643
"('380',)",31.31189919,1,0,1036.30059,29,29,2,3.131189919,29,13,3746541034,3746541034,3660642654,44.52757,-125.38075,0,34.5765503,29,29,internal_timestamp,1874.76001,29,29,641299,1451653853,2.069700003,29,29,3660642654
"('381',)",31.31150055,1,0,1036.287944,29,29,2,3.131150055,29,13,3746541034,3746541034,3660642665,44.52757,-125.38075,0,34.57635002,29,29,internal_timestamp,1872.030029,29,29,608850,1451653864,2.07069993,29,29,3660642665
"('382',)",31.31200027,1,0,1036.275391,29,29,2,3.131200027,29,13,3746541034,3746541034,3660642676,44.52757,-125.38075,0,34.57604426,29,29,internal_timestamp,1869.369995,29,29,618179,1451653875,2.072799921,29,29,3660642676
"('383',)",31.31209946,1,0,1036.263031,29,29,2,3.131209946,29,13,3746541034,3746541034,3660642687,44.52757,-125.38075,0,34.57553204,29,29,internal_timestamp,1866.780029,29,29,687690,1451653886,2.074599981,29,29,3660642687
"('384',)",31.31130028,1,0,1036.250645,29,29,2,3.131130028,29,13,3746541034,3746541034,3660642698,44.52757,-125.38075,0,34.57464394,29,29,internal_timestamp,1864.22998,29,29,614614,1451653897,2.075700045,29,29,3660642698
"('385',)",31.31130028,1,0,1036.238685,29,29,2,3.131130028,29,13,3746541034,3746541034,3660642709,44.52757,-125.38075,0,34.574306,29,29,internal_timestamp,1861.689941,29,29,615326,1451653908,2.077199936,29,29,3660642709
"('386',)",31.31749916,1,0,1036.224431,29,29,2,3.131749916,29,13,3746541034,3746541034,3660642720,44.52757,-125.38075,0,34.57275084,29,29,internal_timestamp,1859.089966,29,29,626666,1451653919,2.086999893,29,29,3660642720
"('387',)",31.31710052,1,0,1036.212296,29,29,2,3.131710052,29,13,3746541034,3746541034,3660642731,44.52757,-125.38075,0,34.57331892,29,29,internal_timestamp,1856.319946,29,29,615109,1451653930,2.087300062,29,29,3660642731
"('388',)",31.31649971,1,0,1036.199537,29,29,2,3.131649971,29,13,3746541034,3746541034,3660642742,44.52757,-125.38075,0,34.573217,29,29,internal_timestamp,1853.540039,29,29,614562,1451653941,2.088000059,29,29,3660642742
"('389',)",31.31509972,1,0,1036.187442,29,29,2,3.131509972,29,13,3746541034,3746541034,3660642753,44.52757,-125.38075,0,34.57290839,29,29,internal_timestamp,1850.920044,29,29,623579,1451653952,2.087899923,29,29,3660642753
"('390',)",31.31340027,1,0,1036.176257,29,29,2,3.131340027,29,13,3746541034,3746541034,3660642764,44.52757,-125.38075,0,34.57279801,29,29,internal_timestamp,1848.449951,29,29,616097,1451653963,2.087199926,29,29,3660642764
"('391',)",31.31290054,1,0,1036.164201,29,29,2,3.131290054,29,13,3746541034,3746541034,3660642775,44.52757,-125.38075,0,34.57227435,29,29,internal_timestamp,1845.910034,29,29,623189,1451653974,2.08829999,29,29,3660642775
"('392',)",31.31399918,1,0,1036.152484,29,29,2,3.131399918,29,13,3746541034,3746541034,3660642786,44.52757,-125.38075,0,34.57208296,29,29,internal_timestamp,1843.430054,29,29,637432,1451653985,2.090899944,29,29,3660642786
"('393',)",31.31509972,1,0,1036.139153,29,29,2,3.131509972,29,13,3746541034,3746541034,3660642797,44.52757,-125.38075,0,34.57102282,29,29,internal_timestamp,1840.77002,29,29,615283,1451653996,2.094399929,29,29,3660642797
"('394',)",31.32080078,1,0,1036.125702,29,29,2,3.132080078,29,13,3746541034,3746541034,3660642808,44.52757,-125.38075,0,34.56905807,29,29,internal_timestamp,1838.410034,29,29,637155,1451654007,2.103899956,29,29,3660642808
"('395',)",31.32309914,1,0,1036.113236,29,29,2,3.132309914,29,13,3746541034,3746541034,3660642819,44.52757,-125.38075,0,34.56843873,29,29,internal_timestamp,1835.890015,29,29,618288,1451654018,2.108299971,29,29,3660642819
"('396',)",31.32349968,1,0,1036.102378,29,29,2,3.132349968,29,13,3746541034,3746541034,3660642830,44.52757,-125.38075,0,34.56862672,29,29,internal_timestamp,1833.5,29,29,636812,1451654029,2.109699965,29,29,3660642830
"('397',)",31.32460022,1,0,1036.090358,29,29,2,3.132460022,29,13,3746541034,3746541034,3660642841,44.52757,-125.38075,0,34.5683564,29,29,internal_timestamp,1830.969971,29,29,628305,1451654040,2.112400055,29,29,3660642841
"('398',)",31.32710075,1,0,1036.076983,29,29,2,3.132710075,29,13,3746541034,3746541034,3660642852,44.52757,-125.38075,0,34.56788175,29,29,internal_timestamp,1828.22998,29,29,630698,1451654051,2.117000103,29,29,3660642852
"('399',)",31.32789993,1,0,1036.063404,29,29,2,3.132789993,29,13,3746541034,3746541034,3660642863,44.52757,-125.38075,0,34.5675131,29,29,internal_timestamp,1825.369995,29,29,637561,1451654062,2.119600058,29,29,3660642863
"('400',)",31.32789993,1,0,1036.050779,29,29,2,3.132789993,29,13,3746541034,3746541034,3660642874,44.52757,-125.38075,0,34.56761296,29,29,internal_timestamp,1822.599976,29,29,632436,1451654073,2.120800018,29,29,3660642874
"('401',)",31.32749939,1,0,1036.038291,29,29,2,3.132749939,29,13,3746541034,3746541034,3660642885,44.52757,-125.38075,0,34.56739494,29,29,internal_timestamp,1819.910034,29,29,633325,1451654084,2.121799946,29,29,3660642885
"('402',)",31.32640076,1,0,1036.026896,29,29,2,3.132640076,29,13,3746541034,3746541034,3660642896,44.52757,-125.38075,0,34.56776439,29,29,internal_timestamp,1817.319946,29,29,629570,1451654095,2.121400118,29,29,3660642896
"('403',)",31.32579994,1,0,1036.01612,29,29,2,3.132579994,29,13,3746541034,3746541034,3660642907,44.52757,-125.38075,0,34.56813697,29,29,internal_timestamp,1814.880005,29,29,664670,1451654106,2.121500015,29,29,3660642907
"('404',)",31.32690048,1,0,1036.004415,29,29,2,3.132690048,29,13,3746541034,3746541034,3660642918,44.52757,-125.38075,0,34.56700116,29,29,internal_timestamp,1812.589966,29,29,640727,1451654117,2.124900103,29,29,3660642918
"('405',)",31.32749939,1,0,1035.993318,29,29,2,3.132749939,29,13,3746541034,3746541034,3660642929,44.52757,-125.38075,0,34.56665725,29,29,internal_timestamp,1810.26001,29,29,628621,1451654128,2.127000093,29,29,3660642929
"('406',)",31.32570076,1,0,1035.982668,29,29,2,3.132570076,29,13,3746541034,3746541034,3660642940,44.52757,-125.38075,0,34.56647072,29,29,internal_timestamp,1807.920044,29,29,626362,1451654139,2.126199961,29,29,3660642940
"('407',)",31.32900047,1,0,1035.9698,29,29,2,3.132900047,29,13,3746541034,3746541034,3660642951,44.52757,-125.38075,0,34.56618177,29,29,internal_timestamp,1805.280029,29,29,627382,1451654150,2.131500006,29,29,3660642951
"('408',)",31.32979965,1,0,1035.957073,29,29,2,3.132979965,29,13,3746541034,3746541034,3660642962,44.52757,-125.38075,0,34.56594878,29,29,internal_timestamp,1802.579956,29,29,659806,1451654161,2.133899927,29,29,3660642962
"('409',)",31.33040047,1,0,1035.945465,29,29,2,3.133040047,29,13,3746541034,3746541034,3660642973,44.52757,-125.38075,0,34.56555093,29,29,internal_timestamp,1800.150024,29,29,669567,1451654172,2.136100054,29,29,3660642973
"('410',)",31.3355999,1,0,1035.933421,29,29,2,3.13355999,29,13,3746541034,3746541034,3660642984,44.52757,-125.38075,0,34.56475625,29,29,internal_timestamp,1797.849976,29,29,636742,1451654183,2.143899918,29,29,3660642984
"('411',)",31.34350014,1,0,1035.919743,29,29,2,3.134350014,29,13,3746541034,3746541034,3660642995,44.52757,-125.38075,0,34.56269697,29,29,internal_timestamp,1795.530029,29,29,661777,1451654194,2.155999899,29,29,3660642995
"('412',)",31.34399986,1,0,1035.909239,29,29,2,3.134399986,29,13,3746541034,3746541034,3660643006,44.52757,-125.38075,0,34.56309572,29,29,internal_timestamp,1793.180054,29,29,637667,1451654205,2.157299995,29,29,3660643006
"('413',)",31.34530067,1,0,1035.896733,29,29,2,3.134530067,29,13,3746541034,3746541034,3660643017,44.52757,-125.38075,0,34.56303694,29,29,internal_timestamp,1790.51001,29,29,638501,1451654216,2.160099983,29,29,3660643017
"('414',)",31.3458004,1,0,1035.883661,29,29,2,3.13458004,29,13,3746541034,3746541034,3660643028,44.52757,-125.38075,0,34.56268055,29,29,internal_timestamp,1787.75,29,29,651288,1451654227,2.16230011,29,29,3660643028
"('415',)",31.34630013,1,0,1035.871293,29,29,2,3.134630013,29,13,3746541034,3746541034,3660643039,44.52757,-125.38075,0,34.56223974,29,29,internal_timestamp,1785.160034,29,29,647069,1451654238,2.164499998,29,29,3660643039
"('416',)",31.35169983,1,0,1035.856748,29,29,2,3.135169983,29,13,3746541034,3746541034,3660643050,44.52757,-125.38075,0,34.56059501,29,29,internal_timestamp,1782.48999,29,29,637609,1451654249,2.173500061,29,29,3660643050
"('417',)",31.35320091,1,0,1035.844475,29,29,2,3.135320091,29,13,3746541034,3746541034,3660643061,44.52757,-125.38075,0,34.56077742,29,29,internal_timestamp,1779.829956,29,29,639033,1451654260,2.176300049,29,29,3660643061
"('418',)",31.35449982,1,0,1035.831594,29,29,2,3.135449982,29,13,3746541034,3746541034,3660643072,44.52757,-125.38075,0,34.55969718,29,29,internal_timestamp,1777.280029,29,29,639760,1451654271,2.180000067,29,29,3660643072
"('419',)",31.35409927,1,0,1035.82004,29,29,2,3.135409927,29,13,3746541034,3746541034,3660643083,44.52757,-125.38075,0,34.55960644,29,29,internal_timestamp,1774.77002,29,29,717925,1451654282,2.180799961,29,29,3660643083
"('420',)",31.35510063,1,0,1035.809493,29,29,2,3.135510063,29,13,3746541034,3746541034,3660643094,44.52757,-125.38075,0,34.55973839,29,29,internal_timestamp,1772.47998,29,29,642334,1451654293,2.182899952,29,29,3660643094
"('421',)",31.35630035,1,0,1035.800532,29,29,2,3.135630035,29,13,3746541034,3746541034,3660643105,44.52757,-125.38075,0,34.55947215,29,29,internal_timestamp,1770.619995,29,29,655647,1451654304,2.185400009,29,29,3660643105
"('422',)",31.35680008,1,0,1035.791875,29,29,2,3.135680008,29,13,3746541034,3746541034,3660643116,44.52757,-125.38075,0,34.5591761,29,29,internal_timestamp,1768.810059,29,29,645026,1451654315,2.187099934,29,29,3660643116
"('423',)",31.35820007,1,0,1035.782622,29,29,2,3.135820007,29,13,3746541034,3746541034,3660643127,44.52757,-125.38075,0,34.55897723,29,29,internal_timestamp,1766.880005,29,29,653666,1451654326,2.189800024,29,29,3660643127
"('424',)",31.35880089,1,0,1035.77206,29,29,2,3.135880089,29,13,3746541034,3746541034,3660643138,44.52757,-125.38075,0,34.55857354,29,29,internal_timestamp,1764.680054,29,29,647501,1451654337,2.191900015,29,29,3660643138
"('425',)",31.35840034,1,0,1035.761457,29,29,2,3.135840034,29,13,3746541034,3746541034,3660643149,44.52757,-125.38075,0,34.55872376,29,29,internal_timestamp,1762.329956,29,29,643738,1451654348,2.192399979,29,29,3660643149
"('426',)",31.35820007,1,0,1035.751267,29,29,2,3.135820007,29,13,3746541034,3746541034,3660643160,44.52757,-125.38075,0,34.55850144,29,29,internal_timestamp,1760.150024,29,29,645982,1451654359,2.193399906,29,29,3660643160
"('427',)",31.35849953,1,0,1035.740676,29,29,2,3.135849953,29,13,3746541034,3746541034,3660643171,44.52757,-125.38075,0,34.55852531,29,29,internal_timestamp,1757.849976,29,29,646338,1451654370,2.1947999,29,29,3660643171
"('428',)",31.36400032,1,0,1035.726102,29,29,2,3.136400032,29,13,3746541034,3746541034,3660643182,44.52757,-125.38075,0,34.55737532,29,29,internal_timestamp,1755.079956,29,29,654455,1451654381,2.203500032,29,29,3660643182
"('429',)",31.36610031,1,0,1035.712029,29,29,2,3.136610031,29,13,3746541034,3746541034,3660643193,44.52757,-125.38075,0,34.55633249,29,29,internal_timestamp,1752.290039,29,29,678917,1451654392,2.208199978,29,29,3660643193
"('430',)",31.36599922,1,0,1035.700443,29,29,2,3.136599922,29,13,3746541034,3746541034,3660643204,44.52757,-125.38075,0,34.55712205,29,29,internal_timestamp,1749.609985,29,29,772361,1451654403,2.208600044,29,29,3660643204
"('431',)",31.36829948,1,0,1035.686508,29,29,2,3.136829948,29,13,3746541034,3746541034,3660643215,44.52757,-125.38075,0,34.55585848,29,29,internal_timestamp,1746.900024,29,29,666874,1451654414,2.213700056,29,29,3660643215
"('432',)",31.37179947,1,0,1035.672391,29,29,2,3.137179947,29,13,3746541034,3746541034,3660643226,44.52757,-125.38075,0,34.55433444,29,29,internal_timestamp,1744.23999,29,29,653759,1451654425,2.220400095,29,29,3660643226
"('433',)",31.37260056,1,0,1035.660252,29,29,2,3.137260056,29,13,3746541034,3746541034,3660643237,44.52757,-125.38075,0,34.55450935,29,29,internal_timestamp,1741.589966,29,29,652827,1451654436,2.22239995,29,29,3660643237
"('434',)",31.37490082,1,0,1035.646814,29,29,2,3.137490082,29,13,3746541034,3746541034,3660643248,44.52757,-125.38075,0,34.55354106,29,29,internal_timestamp,1738.930054,29,29,656642,1451654447,2.227200031,29,29,3660643248
"('435',)",31.37759972,1,0,1035.634616,29,29,2,3.137759972,29,13,3746541034,3746541034,3660643259,44.52757,-125.38075,0,34.55283979,29,29,internal_timestamp,1736.5,29,29,652163,1451654458,2.23210001,29,29,3660643259
"('436',)",31.37800026,1,0,1035.623899,29,29,2,3.137800026,29,13,3746541034,3746541034,3660643270,44.52757,-125.38075,0,34.55254236,29,29,internal_timestamp,1734.23999,29,29,698383,1451654469,2.23390007,29,29,3660643270
"('437',)",31.37829971,1,0,1035.613416,29,29,2,3.137829971,29,13,3746541034,3746541034,3660643281,44.52757,-125.38075,0,34.55279086,29,29,internal_timestamp,1731.920044,29,29,686525,1451654480,2.235100031,29,29,3660643281
"('438',)",31.37899971,1,0,1035.602188,29,29,2,3.137899971,29,13,3746541034,3746541034,3660643292,44.52757,-125.38075,0,34.55212947,29,29,internal_timestamp,1729.630005,29,29,661627,1451654491,2.237600088,29,29,3660643292
"('439',)",31.37919998,1,0,1035.591056,29,29,2,3.137919998,29,13,3746541034,3746541034,3660643303,44.52757,-125.38075,0,34.55220544,29,29,internal_timestamp,1727.199951,29,29,686316,1451654502,2.238899946,29,29,3660643303
"('440',)",31.38069916,1,0,1035.578362,29,29,2,3.138069916,29,13,3746541034,3746541034,3660643314,44.52757,-125.38075,0,34.55172908,29,29,internal_timestamp,1724.579956,29,29,662189,1451654513,2.242300034,29,29,3660643314
"('441',)",31.38209915,1,0,1035.566538,29,29,2,3.138209915,29,13,3746541034,3746541034,3660643325,44.52757,-125.38075,0,34.55113298,29,29,internal_timestamp,1722.170044,29,29,662614,1451654524,2.245599985,29,29,3660643325
"('442',)",31.38269997,1,0,1035.555379,29,29,2,3.138269997,29,13,3746541034,3746541034,3660643336,44.52757,-125.38075,0,34.55104038,29,29,internal_timestamp,1719.780029,29,29,745254,1451654535,2.247499943,29,29,3660643336
"('443',)",31.38249969,1,0,1035.544011,29,29,2,3.138249969,29,13,3746541034,3746541034,3660643347,44.52757,-125.38075,0,34.55084447,29,29,internal_timestamp,1717.339966,29,29,659126,1451654546,2.248600006,29,29,3660643347
"('444',)",31.38660049,1,0,1035.530418,29,29,2,3.138660049,29,13,3746541034,3746541034,3660643358,44.52757,-125.38075,0,34.54959145,29,29,internal_timestamp,1714.76001,29,29,663927,1451654557,2.255700111,29,29,3660643358
"('445',)",31.38599968,1,0,1035.519713,29,29,2,3.138599968,29,13,3746541034,3746541034,3660643369,44.52757,-125.38075,0,34.54960654,29,29,internal_timestamp,1712.410034,29,29,660347,1451654568,2.256099939,29,29,3660643369
"('446',)",31.38559914,1,0,1035.509574,29,29,2,3.138559914,29,13,3746541034,3746541034,3660643380,44.52757,-125.38075,0,34.54982171,29,29,internal_timestamp,1710.150024,29,29,670674,1451654579,2.256500006,29,29,3660643380
"('447',)",31.3852005,1,0,1035.498801,29,29,2,3.13852005,29,13,3746541034,3746541034,3660643391,44.52757,-125.38075,0,34.54964343,29,29,internal_timestamp,1707.829956,29,29,669286,1451654590,2.2572999,29,29,3660643391
"('448',)",31.38850021,1,0,1035.487955,29,29,2,3.138850021,29,13,3746541034,3746541034,3660643402,44.52757,-125.38075,0,34.54875787,29,29,internal_timestamp,1705.75,29,29,667850,1451654601,2.262900114,29,29,3660643402
"('449',)",31.39159966,1,0,1035.476529,29,29,2,3.139159966,29,13,3746541034,3746541034,3660643413,44.52757,-125.38075,0,34.54791071,29,29,internal_timestamp,1703.530029,29,29,671118,1451654612,2.268300056,29,29,3660643413
"('450',)",31.39290047,1,0,1035.464041,29,29,2,3.139290047,29,13,3746541034,3746541034,3660643424,44.52757,-125.38075,0,34.54773604,29,29,internal_timestamp,1700.890015,29,29,666352,1451654623,2.271199942,29,29,3660643424
"('451',)",31.39209938,1,0,1035.451179,29,29,2,3.139209938,29,13,3746541034,3746541034,3660643435,44.52757,-125.38075,0,34.54762588,29,29,internal_timestamp,1698.089966,29,29,669666,1451654634,2.271699905,29,29,3660643435
"('452',)",31.3920002,1,0,1035.438112,29,29,2,3.13920002,29,13,3746541034,3746541034,3660643446,44.52757,-125.38075,0,34.54729945,29,29,internal_timestamp,1695.310059,29,29,663431,1451654645,2.273200035,29,29,3660643446
"('453',)",31.39410019,1,0,1035.42507,29,29,2,3.139410019,29,13,3746541034,3746541034,3660643457,44.52757,-125.38075,0,34.54684522,29,29,internal_timestamp,1692.630005,29,29,674810,1451654656,2.277299881,29,29,3660643457
"('454',)",31.39760017,1,0,1035.411059,29,29,2,3.139760017,29,13,3746541034,3746541034,3660643468,44.52757,-125.38075,0,34.54590213,29,29,internal_timestamp,1689.880005,29,29,752074,1451654667,2.283499956,29,29,3660643468
"('455',)",31.3987999,1,0,1035.398057,29,29,2,3.13987999,29,13,3746541034,3746541034,3660643479,44.52757,-125.38075,0,34.54565452,29,29,internal_timestamp,1687.140015,29,29,673856,1451654678,2.28640008,29,29,3660643479
"('456',)",31.40040016,1,0,1035.386272,29,29,2,3.140040016,29,13,3746541034,3746541034,3660643490,44.52757,-125.38075,0,34.54508779,29,29,internal_timestamp,1684.73999,29,29,674603,1451654689,2.289900064,29,29,3660643490
"('457',)",31.40040016,1,0,1035.375634,29,29,2,3.140040016,29,13,3746541034,3746541034,3660643501,44.52757,-125.38075,0,34.54507455,29,29,internal_timestamp,1682.430054,29,29,727061,1451654700,2.290999889,29,29,3660643501
"('458',)",31.4015007,1,0,1035.364111,29,29,2,3.14015007,29,13,3746541034,3746541034,3660643512,44.52757,-125.38075,0,34.54487015,29,29,internal_timestamp,1680,29,29,666723,1451654711,2.293600082,29,29,3660643512
"('459',)",31.40559959,1,0,1035.351755,29,29,2,3.140559959,29,13,3746541034,3746541034,3660643523,44.52757,-125.38075,0,34.54417543,29,29,internal_timestamp,1677.579956,29,29,701070,1451654722,2.300100088,29,29,3660643523
"('460',)",31.4076004,1,0,1035.33986,29,29,2,3.14076004,29,13,3746541034,3746541034,3660643534,44.52757,-125.38075,0,34.54309545,29,29,internal_timestamp,1675.27002,29,29,701555,1451654733,2.304500103,29,29,3660643534
"('461',)",31.40719986,1,0,1035.330021,29,29,2,3.140719986,29,13,3746541034,3746541034,3660643545,44.52757,-125.38075,0,34.54339457,29,29,internal_timestamp,1673.060059,29,29,671027,1451654744,2.304800034,29,29,3660643545
"('462',)",31.40690041,1,0,1035.319134,29,29,2,3.140690041,29,13,3746541034,3746541034,3660643556,44.52757,-125.38075,0,34.54336542,29,29,internal_timestamp,1670.689941,29,29,695852,1451654755,2.305599928,29,29,3660643556
"('463',)",31.41600037,1,0,1035.303835,29,29,2,3.141600037,29,13,3746541034,3746541034,3660643567,44.52757,-125.38075,0,34.5409825,29,29,internal_timestamp,1668.119995,29,29,724363,1451654766,2.319499969,29,29,3660643567
