obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,seawater_pressure,raw_time_microseconds,raw_time_seconds,seawater_temperature,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('0',)",3772310519,6,33.05189896,3774726854,3774726854,3772310519,0,internal_timestamp,577.9000244,733986,1563321718,5.061399937,3.305189896,34.17063387,1029.685552,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('1',)",3772310520,6,33.05199814,3774726854,3774726854,3772310520,0,internal_timestamp,577.9199829,719102,1563321719,5.061900139,3.305199814,34.17022813,1029.68526,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('2',)",3772310521,6,33.05199814,3774726854,3774726854,3772310521,0,internal_timestamp,577.9000244,714556,1563321720,5.061999798,3.305199814,34.1701366,1029.685083,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('3',)",3772310522,6,33.05220032,3774726854,3774726854,3772310522,0,internal_timestamp,577.9099731,720221,1563321721,5.061900139,3.305220032,34.17046534,1029.685401,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('4',)",3772310523,6,33.05220032,3774726854,3774726854,3772310523,0,internal_timestamp,577.9400024,715312,1563321722,5.062399864,3.305220032,34.16994114,1029.685061,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('5',)",3772310524,6,33.0522995,3774726854,3774726854,3772310524,0,internal_timestamp,577.960022,720169,1563321723,5.062300205,3.30522995,34.17014654,1029.685328,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('6',)",3772310525,6,33.05250168,3774726854,3774726854,3772310525,0,internal_timestamp,577.9199829,726128,1563321724,5.062300205,3.305250168,34.17039881,1029.685343,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('7',)",3772310526,6,33.05250168,3774726854,3774726854,3772310526,0,internal_timestamp,577.9400024,721082,1563321725,5.061800003,3.305250168,34.17089841,1029.685893,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('8',)",3772310527,6,33.0522995,3774726854,3774726854,3772310527,0,internal_timestamp,577.9199829,715910,1563321726,5.061699867,3.30522995,34.17077828,1029.685719,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('9',)",3772310528,6,33.05239868,3774726854,3774726854,3772310528,0,internal_timestamp,577.8800049,721182,1563321727,5.062900066,3.305239868,34.1696894,1029.684523,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('10',)",3772310529,6,33.05220032,3774726854,3774726854,3772310529,0,internal_timestamp,577.9099731,716126,1563321728,5.062799931,3.305220032,34.1695486,1029.684562,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('11',)",3772310530,6,33.05199814,3774726854,3774726854,3772310530,0,internal_timestamp,577.8900146,721560,1563321729,5.061600208,3.305199814,34.17054875,1029.685413,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('12',)",3772310531,6,33.05139923,3774726854,3774726854,3772310531,0,internal_timestamp,577.8900146,716783,1563321730,5.060800076,3.305139923,34.17067616,1029.685617,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('13',)",3772310532,6,33.05199814,3774726854,3774726854,3772310532,0,internal_timestamp,577.8699951,722010,1563321731,5.061699867,3.305199814,34.17045725,1029.685236,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('14',)",3772310533,6,33.05179977,3774726854,3774726854,3772310533,0,internal_timestamp,577.8900146,718739,1563321732,5.061600208,3.305179977,34.17032093,1029.685234,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('15',)",3772310534,6,33.05199814,3774726854,3774726854,3772310534,0,internal_timestamp,577.8699951,722367,1563321733,5.061600208,3.305199814,34.17055879,1029.685329,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('16',)",3772310535,6,33.05199814,3774726854,3774726854,3772310535,0,internal_timestamp,577.8400269,717143,1563321734,5.061999798,3.305199814,34.17016668,1029.684831,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('17',)",3772310536,6,33.05179977,3774726854,3774726854,3772310536,0,internal_timestamp,577.8400269,722634,1563321735,5.061299801,3.305179977,34.17065208,1029.685304,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('18',)",3772310537,6,33.05170059,3774726854,3774726854,3772310537,0,internal_timestamp,577.8499756,717364,1563321736,5.061200142,3.305170059,34.17063472,1029.685349,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('19',)",3772310538,6,33.05170059,3774726854,3774726854,3772310538,0,internal_timestamp,577.8900146,723056,1563321737,5.060900211,3.305170059,34.17092024,1029.685796,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('20',)",3772310539,6,33.05149841,3774726854,3774726854,3772310539,0,internal_timestamp,577.8800049,718722,1563321738,5.06069994,3.305149841,34.17089712,1029.685758,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('21',)",3772310540,6,33.05149841,3774726854,3774726854,3772310540,0,internal_timestamp,577.8599854,714373,1563321739,5.061200142,3.305149841,34.17039751,1029.685208,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('22',)",3772310541,6,33.05160141,3774726854,3774726854,3772310541,0,internal_timestamp,577.8400269,721773,1563321740,5.060900211,3.305160141,34.1708314,1029.685497,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('23',)",3772310542,6,33.05160141,3774726854,3774726854,3772310542,0,internal_timestamp,577.8900146,715791,1563321741,5.06099987,3.305160141,34.17070479,1029.685614,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('24',)",3772310543,6,33.05160141,3774726854,3774726854,3772310543,0,internal_timestamp,577.8699951,721578,1563321742,5.06069994,3.305160141,34.17102043,1029.685809,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('25',)",3772310544,6,33.05179977,3774726854,3774726854,3772310544,0,internal_timestamp,577.8400269,717044,1563321743,5.061299801,3.305179977,34.17065208,1029.685304,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('26',)",3772310545,6,33.05179977,3774726854,3774726854,3772310545,0,internal_timestamp,577.8800049,723447,1563321744,5.061100006,3.305179977,34.1708356,1029.685658,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('27',)",3772310546,6,33.05160141,3774726854,3774726854,3772310546,0,internal_timestamp,577.8400269,719305,1563321745,5.061299801,3.305160141,34.17042426,1029.685124,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('28',)",3772310547,6,33.05139923,3774726854,3774726854,3772310547,0,internal_timestamp,577.8499756,714136,1563321746,5.061100006,3.305139923,34.17039064,1029.685169,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('29',)",3772310548,6,33.05160141,3774726854,3774726854,3772310548,0,internal_timestamp,577.8900146,720164,1563321747,5.061100006,3.305160141,34.17060276,1029.68552,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('30',)",3772310549,6,33.05149841,3774726854,3774726854,3772310549,0,internal_timestamp,577.8599854,715400,1563321748,5.061100006,3.305149841,34.17049953,1029.685301,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('31',)",3772310550,6,33.05170059,3774726854,3774726854,3772310550,0,internal_timestamp,577.8499756,722751,1563321749,5.061100006,3.305170059,34.17073675,1029.685442,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('32',)",3772310551,6,33.05170059,3774726854,3774726854,3772310551,0,internal_timestamp,577.8699951,716588,1563321750,5.06099987,3.305170059,34.17082874,1029.685619,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('33',)",3772310552,6,33.05170059,3774726854,3774726854,3772310552,0,internal_timestamp,577.8400269,722421,1563321751,5.061299801,3.305170059,34.17053817,1029.685214,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('34',)",3772310553,6,33.05170059,3774726854,3774726854,3772310553,0,internal_timestamp,577.8599854,718105,1563321752,5.061200142,3.305170059,34.1706297,1029.685391,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('35',)",3772310554,6,33.05160141,3774726854,3774726854,3772310554,0,internal_timestamp,577.8900146,723480,1563321753,5.061500072,3.305160141,34.17019515,1029.685147,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('36',)",3772310555,6,33.05160141,3774726854,3774726854,3772310555,0,internal_timestamp,577.8499756,719117,1563321754,5.061299801,3.305160141,34.17041927,1029.685166,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('37',)",3772310556,6,33.05139923,3774726854,3774726854,3772310556,0,internal_timestamp,577.8300171,714640,1563321755,5.061100006,3.305139923,34.17040065,1029.685085,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('38',)",3772310557,6,33.05139923,3774726854,3774726854,3772310557,0,internal_timestamp,577.8800049,720101,1563321756,5.061200142,3.305139923,34.17027356,1029.685202,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('39',)",3772310558,6,33.05160141,3774726854,3774726854,3772310558,0,internal_timestamp,577.8499756,715500,1563321757,5.061200142,3.305160141,34.17052081,1029.685259,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('40',)",3772310559,6,33.05160141,3774726854,3774726854,3772310559,0,internal_timestamp,577.8300171,721568,1563321758,5.061299801,3.305160141,34.17042928,1029.685082,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('41',)",3772310560,6,33.05160141,3774726854,3774726855,3772310560,0,internal_timestamp,577.8699951,716863,1563321759,5.061100006,3.305160141,34.1706128,1029.685436,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('42',)",3772310561,6,33.05160141,3774726854,3774726855,3772310561,0,internal_timestamp,577.8699951,722268,1563321760,5.06069994,3.305160141,34.17102043,1029.685809,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('43',)",3772310562,6,33.05149841,3774726854,3774726855,3772310562,0,internal_timestamp,577.8300171,717333,1563321761,5.06099987,3.305149841,34.17061659,1029.685269,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('44',)",3772310563,6,33.05149841,3774726854,3774726855,3772310563,0,internal_timestamp,577.8599854,723057,1563321762,5.061299801,3.305149841,34.17029597,1029.685115,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('45',)",3772310564,6,33.05149841,3774726854,3774726855,3772310564,0,internal_timestamp,577.8400269,718302,1563321763,5.060500145,3.305149841,34.17112074,1029.685776,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('46',)",3772310565,6,33.05149841,3774726854,3774726855,3772310565,0,internal_timestamp,577.8599854,724626,1563321764,5.061299801,3.305149841,34.17029597,1029.685115,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('47',)",3772310566,6,33.05149841,3774726854,3774726855,3772310566,0,internal_timestamp,577.8599854,718814,1563321765,5.061200142,3.305149841,34.17039751,1029.685208,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('48',)",3772310567,6,33.05160141,3774726854,3774726855,3772310567,0,internal_timestamp,577.8400269,715406,1563321766,5.06099987,3.305160141,34.17072986,1029.685404,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('49',)",3772310568,6,33.05139923,3774726854,3774726855,3772310568,0,internal_timestamp,577.8800049,719935,1563321767,5.061399937,3.305139923,34.17007,1029.685016,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('50',)",3772310569,6,33.05139923,3774726854,3774726855,3772310569,0,internal_timestamp,577.8699951,714643,1563321768,5.061200142,3.305139923,34.17027858,1029.68516,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('51',)",3772310570,6,33.05160141,3774726854,3774726855,3772310570,0,internal_timestamp,577.7999878,720570,1563321769,5.061399937,3.305160141,34.17034231,1029.684863,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('52',)",3772310571,6,33.05160141,3774726854,3774726855,3772310571,0,internal_timestamp,577.8499756,715195,1563321770,5.06099987,3.305160141,34.17072487,1029.685446,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('53',)",3772310572,6,33.05160141,3774726854,3774726855,3772310572,0,internal_timestamp,577.8599854,721411,1563321771,5.061500072,3.305160141,34.1702102,1029.685021,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('54',)",3772310573,6,33.05160141,3774726854,3774726855,3772310573,0,internal_timestamp,577.8300171,716250,1563321772,5.061500072,3.305160141,34.17022523,1029.684896,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('55',)",3772310574,6,33.05160141,3774726854,3774726855,3772310574,0,internal_timestamp,577.8599854,721225,1563321773,5.061200142,3.305160141,34.17051579,1029.685301,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('56',)",3772310575,6,33.05149841,3774726854,3774726855,3772310575,0,internal_timestamp,577.8800049,716588,1563321774,5.061200142,3.305149841,34.17038747,1029.685292,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('57',)",3772310576,6,33.05149841,3774726854,3774726855,3772310576,0,internal_timestamp,577.8499756,721911,1563321775,5.061299801,3.305149841,34.17030099,1029.685073,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('58',)",3772310577,6,33.05149841,3774726854,3774726855,3772310577,0,internal_timestamp,577.8400269,717081,1563321776,5.06099987,3.305149841,34.17061157,1029.685311,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('59',)",3772310578,6,33.05130005,3774726854,3774726855,3772310578,0,internal_timestamp,577.8699951,722811,1563321777,5.061200142,3.305130005,34.17016467,1029.68507,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('60',)",3772310579,6,33.05149841,3774726854,3774726855,3772310579,0,internal_timestamp,577.8300171,717588,1563321778,5.060900211,3.305149841,34.17071813,1029.685361,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('61',)",3772310580,6,33.05139923,3774726854,3774726855,3772310580,0,internal_timestamp,577.8499756,723921,1563321779,5.060800076,3.305139923,34.17069624,1029.685449,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('62',)",3772310581,6,33.05139923,3774726854,3774726855,3772310581,0,internal_timestamp,577.8599854,718918,1563321780,5.061299801,3.305139923,34.17018206,1029.685025,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('63',)",3772310582,6,33.05139923,3774726854,3774726855,3772310582,0,internal_timestamp,577.8200073,723916,1563321781,5.061399937,3.305139923,34.17010008,1029.684764,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('64',)",3772310583,6,33.05160141,3774726854,3774726855,3772310583,0,internal_timestamp,577.8499756,718252,1563321782,5.06099987,3.305160141,34.17072487,1029.685446,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('65',)",3772310584,6,33.05139923,3774726854,3774726855,3772310584,0,internal_timestamp,577.8499756,724782,1563321783,5.06099987,3.305139923,34.17049267,1029.685263,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('66',)",3772310585,6,33.05139923,3774726854,3774726855,3772310585,0,internal_timestamp,577.8099976,718448,1563321784,5.061200142,3.305139923,34.17030866,1029.684908,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('67',)",3772310586,6,33.05139923,3774726854,3774726855,3772310586,0,internal_timestamp,577.8599854,724267,1563321785,5.060900211,3.305139923,34.17058919,1029.685397,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('68',)",3772310587,6,33.05139923,3774726854,3774726855,3772310587,0,internal_timestamp,577.8099976,718553,1563321786,5.061500072,3.305139923,34.17000307,1029.684629,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('69',)",3772310588,6,33.05149841,3774726854,3774726855,3772310588,0,internal_timestamp,577.8599854,723613,1563321787,5.061399937,3.305149841,34.17019394,1029.685022,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('70',)",3772310589,6,33.05149841,3774726854,3774726855,3772310589,0,internal_timestamp,577.8499756,728982,1563321788,5.061100006,3.305149841,34.17050455,1029.685259,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('71',)",3772310590,6,33.05170059,3774726854,3774726855,3772310590,0,internal_timestamp,577.8400269,724150,1563321789,5.061299801,3.305170059,34.17053817,1029.685214,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('72',)",3772310591,6,33.05170059,3774726854,3774726855,3772310591,0,internal_timestamp,577.8699951,718816,1563321790,5.061200142,3.305170059,34.17062468,1029.685433,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('73',)",3772310592,6,33.05170059,3774726854,3774726855,3772310592,0,internal_timestamp,577.8300171,734937,1563321791,5.061699867,3.305170059,34.17013557,1029.684799,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('74',)",3772310593,6,33.05179977,3774726854,3774726855,3772310593,0,internal_timestamp,577.8599854,719036,1563321792,5.061399937,3.305179977,34.17054004,1029.685294,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('75',)",3772310594,6,33.05179977,3774726854,3774726855,3772310594,0,internal_timestamp,577.8400269,734621,1563321793,5.061600208,3.305179977,34.170346,1029.685024,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('76',)",3772310595,6,33.05179977,3774726854,3774726855,3772310595,0,internal_timestamp,577.8400269,719546,1563321794,5.061699867,3.305179977,34.17024446,1029.684931,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('77',)",3772310596,6,33.05199814,3774726854,3774726855,3772310596,0,internal_timestamp,577.8599854,714666,1563321795,5.061500072,3.305199814,34.17066583,1029.685381,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('78',)",3772310597,6,33.05179977,3774726854,3774726855,3772310597,0,internal_timestamp,577.8200073,719826,1563321796,5.061500072,3.305179977,34.17045806,1029.685033,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('79',)",3772310598,6,33.05179977,3774726854,3774726855,3772310598,0,internal_timestamp,577.8699951,715098,1563321797,5.06099987,3.305179977,34.17094265,1029.685709,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('80',)",3772310599,6,33.05179977,3774726854,3774726855,3772310599,0,internal_timestamp,577.8300171,720915,1563321798,5.061600208,3.305179977,34.17035102,1029.684982,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('81',)",3772310600,6,33.05160141,3774726854,3774726855,3772310600,0,internal_timestamp,577.8499756,717658,1563321799,5.061399937,3.305160141,34.17031725,1029.685073,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('82',)",3772310601,6,33.05170059,3774726854,3774726855,3772310601,0,internal_timestamp,577.8599854,744383,1563321800,5.061299801,3.305170059,34.17052816,1029.685298,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('83',)",3772310602,6,33.05149841,3774726854,3774726855,3772310602,0,internal_timestamp,577.8200073,717347,1563321801,5.061600208,3.305149841,34.17000994,1029.684667,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('84',)",3772310603,6,33.05170059,3774726854,3774726855,3772310603,0,internal_timestamp,577.8400269,723764,1563321802,5.061399937,3.305170059,34.17043614,1029.685121,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('85',)",3772310604,6,33.05170059,3774726854,3774726855,3772310604,0,internal_timestamp,577.7700195,718627,1563321803,5.061299801,3.305170059,34.17057327,1029.68492,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('86',)",3772310605,6,33.05179977,3774726854,3774726855,3772310605,0,internal_timestamp,577.8300171,724635,1563321804,5.061200142,3.305179977,34.17075864,1029.685355,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('87',)",3772310606,6,33.05160141,3774726854,3774726855,3772310606,0,internal_timestamp,577.789978,720605,1563321805,5.061399937,3.305160141,34.17034733,1029.684821,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('88',)",3772310607,6,33.05160141,3774726854,3774726855,3772310607,0,internal_timestamp,577.8300171,714955,1563321806,5.061200142,3.305160141,34.17053082,1029.685175,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('89',)",3772310608,6,33.05160141,3774726854,3774726855,3772310608,0,internal_timestamp,577.7999878,720592,1563321807,5.061100006,3.305160141,34.17064791,1029.685142,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('90',)",3772310609,6,33.05160141,3774726854,3774726855,3772310609,0,internal_timestamp,577.7999878,715922,1563321808,5.061200142,3.305160141,34.17054588,1029.685049,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('91',)",3772310610,6,33.05160141,3774726854,3774726855,3772310610,0,internal_timestamp,577.8099976,721779,1563321809,5.061399937,3.305160141,34.17033729,1029.684905,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('92',)",3772310611,6,33.05179977,3774726854,3774726855,3772310611,0,internal_timestamp,577.7700195,716601,1563321810,5.061399937,3.305179977,34.17058515,1029.684917,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('93',)",3772310612,6,33.05160141,3774726854,3774726855,3772310612,0,internal_timestamp,577.8400269,722054,1563321811,5.061399937,3.305160141,34.17032224,1029.685031,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('94',)",3772310613,6,33.05179977,3774726854,3774726855,3772310613,0,internal_timestamp,577.789978,737773,1563321812,5.061200142,3.305179977,34.17077871,1029.685187,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('95',)",3772310614,6,33.05170059,3774726854,3774726855,3772310614,0,internal_timestamp,577.789978,723352,1563321813,5.061399937,3.305170059,34.17046124,1029.684911,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('96',)",3772310615,6,33.05189896,3774726854,3774726855,3772310615,0,internal_timestamp,577.7999878,718541,1563321814,5.061800003,3.305189896,34.17027642,1029.684759,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('97',)",3772310616,6,33.05210114,3774726854,3774726855,3772310616,0,internal_timestamp,577.7700195,723105,1563321815,5.061900139,3.305210114,34.17042161,1029.684723,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('98',)",3772310617,6,33.05189896,3774726854,3774726855,3772310617,0,internal_timestamp,577.8400269,718433,1563321816,5.061800003,3.305189896,34.17025634,1029.684928,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('99',)",3772310618,6,33.05199814,3774726854,3774726855,3772310618,0,internal_timestamp,577.7800293,714985,1563321817,5.061999798,3.305199814,34.17019677,1029.684579,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('100',)",3772310619,6,33.05220032,3774726854,3774726855,3772310619,0,internal_timestamp,577.8400269,719699,1563321818,5.062099934,3.305220032,34.17029685,1029.684921,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('101',)",3772310620,6,33.05220032,3774726854,3774726855,3772310620,0,internal_timestamp,577.7999878,715683,1563321819,5.062300205,3.305220032,34.17011288,1029.684566,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('102',)",3772310621,6,33.05220032,3774726854,3774726855,3772310621,0,internal_timestamp,577.7999878,720159,1563321820,5.061900139,3.305220032,34.17052049,1029.684939,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('103',)",3772310622,6,33.05220032,3774726854,3774726855,3772310622,0,internal_timestamp,577.8099976,715405,1563321821,5.062200069,3.305220032,34.17020988,1029.684701,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('104',)",3772310623,6,33.05220032,3774726854,3774726855,3772310623,0,internal_timestamp,577.7800293,721282,1563321822,5.062300205,3.305220032,34.17012289,1029.684482,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('105',)",3772310624,6,33.05220032,3774726854,3774726855,3772310624,0,internal_timestamp,577.8200073,717271,1563321823,5.062399864,3.305220032,34.1700013,1029.684557,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('106',)",3772310625,6,33.05220032,3774726854,3774726855,3772310625,0,internal_timestamp,577.7700195,732767,1563321824,5.062300205,3.305220032,34.17012791,1029.68444,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('107',)",3772310626,6,33.05239868,3774726854,3774726855,3772310626,0,internal_timestamp,577.8300171,717074,1563321825,5.062300205,3.305239868,34.17032563,1029.684872,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('108',)",3772310627,6,33.0522995,3774726854,3774726855,3772310627,0,internal_timestamp,577.7999878,722748,1563321826,5.062399864,3.30522995,34.17012525,1029.684563,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('109',)",3772310628,6,33.0522995,3774726854,3774726855,3772310628,0,internal_timestamp,577.8099976,718194,1563321827,5.062399864,3.30522995,34.17012023,1029.684605,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('110',)",3772310629,6,33.0522995,3774726854,3774726855,3772310629,0,internal_timestamp,577.7999878,723717,1563321828,5.062300205,3.30522995,34.17022678,1029.684656,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('111',)",3772310630,6,33.0522995,3774726854,3774726855,3772310630,0,internal_timestamp,577.789978,720029,1563321829,5.062300205,3.30522995,34.1702318,1029.684614,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('112',)",3772310631,6,33.05239868,3774726854,3774726855,3772310631,0,internal_timestamp,577.8099976,714552,1563321830,5.062300205,3.305239868,34.17033567,1029.684788,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('113',)",3772310632,6,33.05260086,3774726854,3774726855,3772310632,0,internal_timestamp,577.7999878,719922,1563321831,5.062200069,3.305260086,34.1706749,1029.685022,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('114',)",3772310633,6,33.05239868,3774726854,3774726855,3772310633,0,internal_timestamp,577.789978,715227,1563321832,5.062300205,3.305239868,34.17034571,1029.684704,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('115',)",3772310634,6,33.05239868,3774726854,3774726855,3772310634,0,internal_timestamp,577.8099976,720890,1563321833,5.062699795,3.305239868,34.16992855,1029.684415,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('116',)",3772310635,6,33.05239868,3774726854,3774726855,3772310635,0,internal_timestamp,577.8200073,718215,1563321834,5.062600136,3.305239868,34.17002507,1029.68455,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
